CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
92,0,80,0,1360,1950,2021
91,0,70,0,1137,1955,2021
58,0,53,0,910,1955,2000
61,0,54,0,980,1979,2014
82,0,61,0,2155,1938,2004
80,0,73,0,2280,1938,2004
78,0,78,0,3217,1949,2012
86,87,64,0,6328,1949,1949
51,83,55,0,7200,1985,1985
67,0,50,0,6500,1939,2011
66,51,44,0,5100,1985,1985
68,0,58,0,5100,1939,2011
75,53,52,0,5533,1985,1985
79,68,33,0,5850,2000,2000
79,0,67,0,5680,1937,2009
69,0,79,0,5200,1991,2009
79,0,61,0,5350,1937,2009
60,76,54,0,5700,1992,1992
100,0,77,0,6100,1933,2022
69,0,66,0,8214,1933,2013
67,0,81,0,7171,1920,1986
99,0,83,0,5104,1920,2017
95,0,81,0,4173,1920,2018
96,0,94,0,3830,1921,1988
100,0,77,0,4220,1921,2022
100,0,77,0,4427,1921,2022
87,78,71,0,5039,1999,1999
96,76,79,0,5466,1999,1999
74,75,70,0,5380,1999,1999
74,74,72,0,5308,1999,1999
54,80,69,0,5333,1998,1998
62,73,70,0,5700,2000,2000
100,100,69,0,5541,2021,2021
85,65,51,0,4912,1998,1998
95,0,97,0,4525,2000,2009
98,0,95,0,4300,2000,2009
79,0,88,0,2261,2000,2009
51,0,65,0,3595,1960,1992
48,0,52,0,4530,1958,1992
65,0,46,0,5243,1930,2009
77,0,9,0,8750,1970,1997
67,0,48,0,6267,1970,1997
100,0,68,0,6174,1967,2021
99,0,85,0,3040,1934,2021
100,0,99,0,3020,1983,2021
100,0,98,0,2585,1931,2021
79,0,89,0,4460,1933,2017
87,0,78,0,4460,1966,2017
77,0,80,0,4460,1933,2017
89,0,85,0,4460,1966,2017
77,0,87,0,4355,1933,2017
84,0,88,0,4250,1974,2017
75,0,85,0,4250,1933,2017
87,0,88,0,4197,1966,2017
74,78,89,0,3887,1966,1966
79,0,89,0,3630,1966,2018
75,0,76,0,3780,1933,1993
7,32,10,0,3780,1966,1966
31,0,51,0,3780,1933,1993
68,38,50,0,3780,1966,1966
34,0,45,0,4310,1933,1993
52,0,41,0,4840,1966,1993
42,0,45,0,5420,1966,1993
48,0,0,0,6550,1957,1957
49,0,44,0,3553,1928,1993
59,0,81,0,2830,1928,2011
53,0,32,0,2507,1928,1993
96,0,96,0,3085,1994,2014
83,0,63,0,4330,1929,2009
100,0,0,0,3640,2022,2022
73,0,85,0,3800,1922,2014
55,0,51,0,2675,1922,1987
52,22,62,0,2515,1961,1961
100,0,77,0,2272,1961,2022
100,0,83,0,2265,1961,2022
100,0,83,0,2210,1922,2022
64,37,69,0,2210,1961,1961
100,0,77,0,3036,1959,2023
100,0,83,0,4480,1959,2023
51,41,55,0,5140,1959,1959
58,0,58,0,5867,1952,1998
50,0,37,0,5800,1952,1995
78,0,84,0,6350,1952,2006
82,0,89,0,8550,1952,2006
75,0,84,0,12025,1997,2015
86,0,81,0,7016,1971,2015
90,0,78,2.33,14700,2015,2015
81,0,63,0,16033,1970,2015
66,0,66,0,10645,1970,1991
63,78,71,0,2842,1999,1999
67,77,79,0,4210,1999,1999
100,0,83,0,5200,1964,2022
100,0,83,0,5133,1964,2022
81,0,79,0,4660,1964,2017
78,0,79,0,8300,1964,2017
47,0,56,0,4150,1964,1995
46,0,20,0,3720,1958,1958
100,81,82,0,3950,2017,2017
,0,,0,3950,2016,2016
99,76,73,0,5737,2015,2015
100,65,67,0,4310,2018,2018
99,0,80,0,2155,1936,2021
79,77,65,0,2160,1998,1998
77,0,70,0,2160,1936,2004
64,0,61,0,2384,1936,2004
67,0,35,0,2398,1935,2004
85,65,48,0,1541,2002,2002
80,80,59,0,2531,2002,2002
90,75,66,0,2004,2002,2002
87,79,60,0,3435,2002,2002
84,0,85,0,2660,1934,2008
87,0,90,0,2940,1934,2015
81,0,83,0,3330,1934,2015
84,67,70,0,2750,1938,2011
84,66,70,0,2198,1938,2011
87,68,74,0,2713,1938,2011
82,65,75,0,3110,1938,2011
76,67,71,0,3110,1938,2011
98,0,96,0,3616,1930,2018
100,0,99,0,2150,1976,2018
96,0,92,0,2675,1930,2018
99,0,91,0,2757,1977,2019
99,0,94,0,2680,1930,2019
99,0,91,0,2680,1977,2019
99,0,98,0,2680,1930,2019
99,0,97,0,2680,1930,2019
98,0,92,0,3388,1937,2019
37,66,32,0,4123,2003,2003
66,0,56,0,4270,1958,2006
68,0,59,0,4258,1929,2006
68,0,83,0,3695,1967,2006
58,0,73,0,3170,1929,2006
65,0,69,0,3438,1967,2006
61,0,77,0,3663,1967,2006
62,0,75,0,4410,1969,2006
65,0,77,0,4690,1969,2006
73,0,80,0,4690,1929,1970
87,68,56,0,4393,1989,1989
70,65,54,0,5918,1989,1989
,0,,0,10267,1974,1974
86,0,85,0,2530,1954,2004
66,0,57,0,5925,1968,2010
83,0,84,0,6887,1971,1988
71,0,48,0,5741,1970,1991
75,78,70,0,3490,1999,1999
83,80,74,0,4300,1999,1999
86,80,72,0,5050,1999,1999
91,77,72,0,5466,1999,1999
85,75,66,0,5383,1999,1999
76,77,72,0,5325,1999,1999
82,79,69,0,5475,2000,2000
71,76,69,0,5750,1998,1998
100,0,45,0,5721,2023,2023
77,74,62,0,5550,2021,2021
85,69,56,0,4910,2000,2000
97,0,96,0,4487,2000,2000
98,0,98,0,4275,2000,2000
85,0,92,0,1993,2000,2000
94,71,57,0,3926,2002,2002
88,79,62,0,2565,2002,2002
90,73,55,0,2215,2002,2002
99,0,86,0,12125,1976,2020
97,0,86,0,11633,1978,2020
100,100,69,0,4120,2023,2023
100,100,69,0,4333,2023,2023
100,0,83,0,5400,1964,2022
91,0,88,0,3250,1979,2019
69,0,69,0,3100,1971,2002
72,0,75,0,3111,1970,2002
93,0,96,0,3850,1974,2022
91,79,65,0,4459,1987,1987
100,80,82,0,4320,2016,2016
87,81,72,0,5100,1987,1987
65,64,48,0,4800,1987,1987
93,76,65,0,6166,1988,1988
89,0,68,0,7000,1959,2013
91,75,55,0,7241,1988,1988
87,0,71,0,8150,1988,2013
88,0,73,0,7685,1959,2013
88,0,77,0,9633,1959,2013
98,76,82,0,9991,2022,2022
88,0,74,0,10475,1959,2015
90,0,77,0,10371,1959,2015
78,0,78,0,13333,2016,2019
87,0,74,0,14100,1939,2019
99,78,83,0,2526,2018,2018
99,80,87,0,2850,2018,2018
99,80,90,0,2798,2018,2018
99,77,86,0,2700,2016,2016
100,78,86,0,2666,2016,2016
98,76,88,0,2658,2012,2012
99,78,89,0,3175,2012,2012
100,79,88,0,3100,2012,2012
100,81,86,0,3350,2012,2012
100,80,86,0,3183,2012,2012
99,81,86,0,3537,2010,2010
99,83,88,0,4075,2010,2010
100,78,82,0,4150,2010,2010
99,81,85,0,3433,2010,2010
97,75,74,0,3300,1990,1990
93,78,70,0,3600,1990,1990
86,69,58,0,3860,1990,1990
100,78,77,0,4533,2016,2016
99,81,83,0,5700,2016,2016
100,78,85,0,5700,2016,2016
100,79,82,0,5300,2016,2016
100,83,95,0,5100,2020,2020
99,82,93,0,5100,2020,2020
100,79,92,0,5110,2020,2020
95,0,94,0,5300,1979,2014
100,81,88,0,5018,2013,2013
97,0,86,0,5100,1976,2014
96,0,92,0,4680,1968,2021
59,80,82,0,3300,1968,1968
80,71,70,0,3900,1991,1991
95,78,80,0,4166,2000,2000
97,77,80,0,4525,2000,2000
92,76,70,0,4675,1991,1991
97,78,77,0,4466,2000,2000
84,74,74,0,4585,2003,2003
84,71,77,0,4735,2003,2003
74,75,68,0,4766,2003,2003
56,77,73,0,4878,2003,2003
89,79,62,0,4800,2003,2003
98,80,65,0,5210,2000,2000
92,80,68,0,7042,2000,2000
8,51,66,0,7014,1985,1985
12,53,62,0,8907,1985,1985
100,83,91,0,11841,2021,2021
,0,,0,8450,1985,1985
100,80,86,0,10885,2019,2019
91,0,94,0,6004,1983,2016
90,0,99,0,4950,1983,2016
98,0,100,0,5150,1983,2021
99,0,100,0,4920,1983,2021
90,0,93,0,4119,1983,2019
92,0,92,0,3550,1979,2019
92,77,60,0,7295,1988,1988
94,75,66,0,8183,1988,1988
100,73,79,0,9941,2022,2022
88,0,61,0,10475,1959,2015
89,0,68,0,10925,1959,2015
84,0,80,0,13333,2016,2019
87,0,81,0,15080,1962,2019
91,53,59,0,14050,1996,1996
99,0,93,0,804,2020,2020
60,44,63,0,1180,1975,1975
88,0,89,0,16133,1962,2019
80,0,90,0,16550,1939,2019
89,57,59,0,14284,1996,1996
51,0,0,0,23550,1956,1956
100,0,89,0,11466,1976,2020
99,0,89,0,12093,1978,2020
81,0,61,0,8313,1954,2003
100,0,83,0,4225,1954,2022
57,0,72,0,500,1954,1998
74,65,51,0,4150,1954,1954
46,0,56,0,3720,1958,1995
100,80,83,0,3950,2016,2016
99,80,83,0,3950,2016,2016
100,83,90,0,2485,2016,2016
100,81,91,0,2850,2016,2016
100,79,87,0,2814,2017,2017
100,78,82,0,2700,2016,2016
100,82,88,0,2666,2016,2016
99,80,84,0,2746,2012,2012
99,83,87,0,3175,2012,2012
100,83,88,0,3166,2012,2012
99,85,91,0,3350,2012,2012
99,84,90,0,3170,2012,2012
98,81,88,0,3680,2010,2010
99,83,88,0,4050,2010,2010
99,83,89,0,4150,2010,2010
99,81,85,0,3500,2010,2010
98,82,74,0,3233,2005,2005
94,77,69,0,3650,1990,1990
96,68,57,0,4070,1990,1990
100,78,78,0,4533,2016,2016
100,81,85,0,5700,2016,2016
99,85,89,0,5700,2016,2016
99,82,88,0,5400,2016,2016
99,84,98,0,5100,2020,2020
100,82,94,0,5100,2020,2020
100,86,91,0,5100,2020,2020
100,85,90,0,5120,2020,2020
98,0,93,0,5166,1979,2014
98,78,85,0,5135,2012,2012
96,0,88,0,5166,1976,2014
84,0,77,0,4131,1968,2003
94,0,100,0,4016,1991,2017
92,0,94,0,4635,1991,2017
100,0,83,0,4466,1991,2023
87,70,73,0,4641,2003,2003
91,76,75,0,4737,2003,2003
88,74,66,0,4800,2003,2003
73,76,73,0,4900,2003,2003
94,78,61,0,4875,2003,2003
99,81,64,0,5400,2000,2000
94,78,68,0,7070,2000,2000
10,25,57,0,7062,1985,1985
33,56,54,0,8896,1985,1985
99,79,91,0,12430,2021,2021
100,85,78,0,8487,1985,1985
100,77,79,0,10725,2019,2019
91,0,96,0,5678,1983,2016
90,0,97,0,5041,1983,2016
98,0,100,0,5150,1983,2021
99,0,100,0,4766,1983,2021
91,0,91,0,4233,1983,2013
91,0,90,0,3550,1979,2013
90,0,88,0,3300,1979,2013
71,0,80,0,3033,1971,1989
74,0,75,0,3244,1970,2002
93,0,89,0,3883,1974,2022
82,0,83,0,4514,1964,2013
84,78,68,0,5107,1988,1988
77,0,95,0,6020,1960,2013
90,78,57,0,6250,1988,1988
53,0,70,0,820,1980,2001
58,0,66,0,1980,1939,2021
27,0,5,0,6085,1978,1978
55,0,11,0,3390,1976,1976
43,0,73,0,2130,1989,2021
46,0,73,0,1547,1989,2021
44,0,47,0,1302,1989,2021
85,0,61,0,900,1981,2021
89,0,72,0,900,1991,2021
81,0,43,0,3480,1931,1994
66,0,27,0,3360,1931,1994
53,0,38,0,3360,1931,1994
52,0,39,0,3360,1931,1994
63,0,38,0,3360,1931,1994
80,0,60,0,3360,1931,2019
54,0,29,0,3360,1931,1994
56,0,56,0,3360,1993,1994
76,62,62,0,3360,1993,1993
100,0,83,0,3098,1971,2023
100,0,83,0,3255,1971,2022
55,0,76,0,4105,1931,2005
51,0,73,0,2040,1931,2011
54,0,41,0,3963,1967,2011
69,0,76,0,2950,1968,2011
74,0,87,0,2020,1948,2012
53,0,55,0,1660,1948,2003
69,0,75,0,2975,1966,1986
57,66,88,0,15800,1988,1988
93,0,89,0,14262,1985,2009
93,0,92,0,13657,1985,2009
94,0,88,0,12500,1983,2009
98,74,89,0,12678,2009,2009
88,74,84,0,12700,2003,2003
65,62,92,0,10283,1991,1991
94,75,80,0,8710,2003,2003
99,0,92,0,8375,1975,2008
99,0,97,0,8300,1975,2008
73,0,75,0,975,1931,2021
84,0,75,0,850,1976,2008
84,0,68,0,850,1978,2008
84,0,58,0,850,1978,2006
79,0,70,0,977,1978,2006
77,0,66,0,1447,1978,2006
58,0,24,0,1920,1978,2006
59,0,2,0,2990,1978,1978
29,10,1,0,3270,1973,1973
100,0,83,0,3270,1974,2022
66,38,2,0,4410,1973,1973
85,60,54,0,4910,2007,2007
60,0,67,0,3980,1930,2009
63,0,66,0,3498,1932,2009
51,0,67,0,3980,1932,2009
52,0,61,0,4325,1974,2009
94,0,17,0,4660,1981,1981
73,0,64,0,4640,1930,2002
63,50,24,0,4780,1989,1989
75,0,91,0,5200,1938,2014
74,0,78,0,4540,1939,2014
74,0,85,0,1662,1937,2014
80,0,56,0,1655,1971,2012
81,0,74,2.19,3300,1971,2012
76,0,54,0,3470,1971,2012
92,0,82,0,2760,1973,2012
98,78,78,0,2157,1937,2014
88,0,88,0,8200,1975,2007
91,0,94,0,8325,1975,2007
92,0,88,0,8100,1975,1998
97,0,84,0,8025,1975,1998
92,0,92,0,8382,1975,2013
94,0,93,0,8600,1975,2009
98,0,75,0,8650,1975,2004
98,0,88,0,8871,1975,1999
98,0,76,0,9091,1975,2013
92,65,64,0,3150,2019,2019
96,78,78,0,2890,2018,2018
86,75,73,0,3740,2002,2002
84,56,52,0,6332,1984,1984
81,59,52,0,8833,1984,1984
62,74,66,0,6227,2000,2000
72,68,64,0,5870,2001,2001
81,76,72,0,6395,2001,2001
71,60,65,0,8100,1995,1995
80,65,52,0,7720,1995,1995
78,100,69,0,3083,2011,2011
33,27,22,0,4625,1981,1981
66,0,58,0,5555,1930,2002
73,0,71,0,6500,1981,2013
63,0,59,0,7625,1930,2002
78,62,39,0,11582,1980,1980
96,70,57,0,4350,1980,1980
47,78,57,0,6560,2004,2004
79,0,60,0,2990,1930,2019
98,0,94,0,2366,1931,2019
97,0,93,1.37,1306,1930,2018
98,78,77,0,2290,1937,2014
91,68,79,0,2783,1974,2014
84,67,78,0,3160,1937,2014
15,0,2,0,3678,1971,1971
21,0,0,0,6389,1973,1973
64,0,55,0,1631,1937,2004
64,35,32,0,2070,1985,1985
100,0,77,0,1895,1937,2022
100,0,83,0,1587,1946,2022
86,0,73,0,10000,1971,2012
99,0,90,0,10500,1971,2021
98,0,98,0,10350,1971,2021
95,0,92,0,10700,1971,2021
99,0,91,0,10228,1971,2021
99,0,92,0,9933,1972,2012
73,0,80,0,9375,1971,1997
99,0,97,0,10050,1971,2013
99,80,89,0,7150,2015,2015
43,0,70,0,14957,1983,2005
46,0,78,0,10035,1983,2005
91,0,77,0,8966,1983,2007
80,0,82,0,7560,1982,2007
100,0,77,0,6633,1975,2023
65,75,71,0,5414,1996,1996
55,74,70,0,4578,1996,1996
73,74,71,0,4769,1996,1996
61,79,65,0,4453,1999,1999
77,0,60,0,4150,1999,1999
96,0,96,0,2110,1989,2018
67,0,64,0,3695,1956,2005
70,0,54,0,6280,1931,2005
71,0,57,0,6675,1965,2005
83,0,48,0,3433,1974,2004
79,0,63,1.5,1510,1976,2004
94,0,54,0,1150,1976,2004
90,0,60,0,1190,1975,2004
78,0,67,0,1270,2004,2004
78,0,85,0,1367,1972,2016
97,0,93,0,1363,1928,2019
30,55,60,0,1825,1973,1973
66,34,45,0,1893,2021,2021
100,0,95,0,1373,1928,2019
53,0,51,0,1170,1941,2001
60,0,48,0,1173,1937,2001
53,0,49,0,973,1937,2000
76,0,20,0,2528,1965,1997
99,81,88,0,7700,2019,2019
98,80,89,0,7927,2015,2015
65,80,84,0,8500,2009,2009
88,81,80,0,8431,2009,2009
45,80,60,0,8480,2009,2009
95,0,95,0,9144,1960,2011
68,0,88,0,9333,1960,2011
70,0,84,0,9550,1960,2011
98,0,93,0,9550,1960,2011
93,0,73,0,9891,1958,2009
68,0,55,0,4150,1968,1999
75,0,64,0,4150,1999,1999
81,0,53,0,4116,1968,1999
87,0,46,0,4350,1997,1999
63,71,54,0,4825,1997,1997
99,0,94,0,5050,1968,2021
95,76,56,0,4683,1968,1968
100,0,95,0,5223,1968,2021
85,45,68,0,9200,2014,2014
80,35,45,0,7577,1990,1990
79,0,54,0,1600,1975,2017
52,0,49,0,1520,1961,1994
53,0,70,0,1330,1961,1994
65,0,56,0,3260,1968,1994
63,0,61,0,1558,1968,1994
82,0,81,0,2192,1967,2019
88,0,78,0,1303,1955,2020
90,0,77,0,940,1954,2020
79,12,30,0,1253,1979,1979
87,0,69,0,2127,1954,2020
85,0,38,0,2470,1965,1997
49,0,33,0,3910,1962,2011
64,0,73,0,2950,1968,2011
93,81,66,0,2480,2006,2006
98,81,66,0,3275,2006,2006
80,0,78,0,3450,1935,2011
83,0,74,0,3450,1936,2011
99,76,61,0,2950,2006,2006
94,80,61,0,2655,2004,2004
97,85,75,0,3450,2006,2006
87,0,66,0,10950,1958,2009
89,0,73,0,11600,1958,2009
76,75,69,0,11600,2017,2017
92,77,79,0,11514,2017,2017
98,80,83,0,12550,2017,2017
100,100,71,0,12550,2022,2022
100,100,71,0,12550,2023,2023
97,80,83,0,12550,2021,2021
97,80,77,0,12550,2014,2014
97,76,77,0,13412,2013,2013
98,77,75,0,23383,2014,2014
87,30,57,0,12066,1991,1991
83,39,46,0,13516,1993,1993
65,33,44,0,11126,1991,1991
100,0,85,0,1865,1962,2023
76,0,36,3.72,1120,1962,1997
87,48,71,0,1930,1976,1976
98,0,52,0,2700,1929,2022
63,0,61,0,2030,1974,1999
84,0,70,0,2945,1977,2009
89,0,71,0,3896,1977,2009
90,0,64,0,2930,1954,2022
95,0,62,0,3680,1951,2022
89,0,82,0,4390,1938,2021
88,0,85,0,4390,1937,2019
84,0,77,0,3780,1996,2019
84,0,60,0,3170,1937,2019
86,0,73,0,3170,1937,2019
82,0,80,0,3170,1947,2019
87,63,53,0,3300,2015,2015
84,0,86,0,3413,1947,2019
83,67,44,0,3450,1992,1992
95,83,66,0,3130,2006,2006
100,73,63,0,2870,2006,2006
97,79,63,0,2236,2006,2006
99,80,68,0,2836,2006,2006
100,80,62,0,2950,2006,2006
99,0,90,0,2993,2006,2019
97,83,78,0,2649,2007,2007
99,79,75,0,2159,2007,2007
96,79,76,0,2120,2008,2008
98,77,73,0,2727,2006,2006
58,80,94,0,33362,1992,1992
81,0,83,0,30387,1992,2016
99,0,95,0,32803,1965,2021
99,79,99,0,26790,2020,2020
92,73,73,0,25815,2012,2012
67,0,79,0,52450,1965,2017
87,0,81,0,25950,1965,2017
85,0,78,0,24962,1965,2017
87,0,79,0,23641,1965,2017
100,0,77,0,4865,1977,2023
100,0,77,0,5828,1963,2023
100,0,77,0,5750,1934,2023
33,0,66,0,5600,1948,2008
43,0,56,0,5700,1963,2008
63,0,68,0,5073,1965,2007
72,0,68,0,4907,1965,2007
77,0,70,0,5533,1966,2007
95,76,80,0,4020,2020,2020
80,0,81,0,4764,1947,2015
79,0,63,0,8300,1968,2015
82,0,75,0,7900,1968,2015
99,0,94,0,7900,1968,2021
100,0,80,0,1810,1968,2021
100,0,95,0,3110,2019,2019
98,52,60,0,4600,2020,2020
19,0,45,0,2240,1953,1985
96,0,67,0,6448,1953,2017
93,0,39,0,6100,1953,2017
98,75,73,0,3362,2006,2006
96,76,69,0,3075,2006,2006
95,78,66,0,2641,2006,2006
80,0,72,0,3450,1940,2012
96,83,68,0,3130,2006,2006
79,0,70,0,3350,1940,2012
94,75,62,0,2870,2006,2006
97,79,61,0,2260,2006,2006
99,80,67,0,2798,2006,2006
89,82,68,0,2950,2006,2006
97,0,88,0,24150,1965,2020
97,76,81,0,24150,2017,2017
94,0,87,0,19533,1965,2020
76,73,100,0,15459,1999,1999
78,70,100,0,13691,1999,1999
98,0,85,0,12650,1983,2018
98,76,85,0,12680,2014,2014
59,73,81,0,12700,2003,2003
29,64,72,0,10628,1991,1991
83,80,63,0,8700,2003,2003
74,71,57,0,4666,1966,1966
72,75,52,0,2936,2007,2007
93,75,51,0,3589,1997,1997
83,0,51,0,4566,1942,1989
90,73,43,0,4844,2004,2004
92,70,48,0,5500,2004,2004
49,68,40,0,6350,1997,1997
85,0,49,0,6350,1949,1995
78,0,48,0,6350,1963,1995
61,79,62,0,3610,1997,1997
99,0,97,0,5007,1953,2021
98,0,99,0,4345,1952,2021
100,0,91,0,3495,1952,2014
97,0,100,0,2920,1952,2021
66,0,51,0,2230,1975,2021
44,0,84,0,2840,1975,2009
64,0,75,0,3140,1975,1989
68,61,46,0,4208,1978,1978
69,0,64,0,3540,1934,2007
91,0,88,0,2950,1938,2019
98,0,89,0,3037,2006,2019
86,0,91,0,2900,1938,2019
97,83,78,0,2549,2007,2007
98,84,79,0,2194,2007,2007
97,76,76,0,2120,2008,2008
89,0,71,0,4835,1959,1999
95,0,76,0,4208,1993,2006
91,78,80,0,3528,2000,2000
98,78,75,0,2292,2011,2011
99,0,84,0,8406,1975,2008
100,0,91,0,8300,1975,2008
99,0,88,0,8300,1975,2008
77,0,83,0,8210,1975,2007
81,0,87,0,8300,1975,2007
98,0,85,0,8120,1975,1998
97,0,80,0,8025,1975,1998
93,0,90,0,8366,1975,2013
93,0,82,0,8600,1975,2013
68,33,26,0,6600,1963,1963
39,0,4,0,7033,1963,1963
20,14,0,0,7567,1954,1954
38,0,10,0,6600,1947,2008
61,0,30,0,7175,1965,2008
77,0,62,0,6600,1927,2019
49,0,80,0,5127,1962,2019
64,0,64,0,4280,1962,2019
100,75,49,0,3795,2008,2008
71,0,82,0,3310,1962,2010
87,0,69,0,3035,1978,2009
94,0,87,0,2683,1978,2009
94,0,91,0,2990,1978,2009
82,0,52,0,3412,1978,2009
92,0,87,0,2970,1978,2009
97,0,95,0,1510,1929,2015
95,0,97,0,1510,1927,2015
95,0,87,0,1503,1985,2015
100,0,85,0,1280,1985,2022
94,0,93,0,1055,1927,2015
98,79,81,0,2780,2011,2011
93,0,81,0,3462,1993,2012
65,73,73,0,4825,1995,1995
71,73,68,0,5175,1996,1996
90,0,58,0,5150,1956,1997
88,69,61,0,6300,1996,1996
11,34,12,0,7840,1978,1978
15,24,0,0,8543,1991,1991
36,35,17,0,6475,1977,1977
17,39,5,0,4500,1978,1978
94,0,91,0,8600,1975,2008
95,0,64,0,8620,1975,2004
84,0,75,0,8872,1975,1999
98,0,73,0,9104,1975,2004
86,0,65,0,10155,1971,2012
100,0,95,0,10450,1971,2021
99,0,98,0,10370,1971,2021
94,0,92,0,10700,1971,2021
99,0,89,0,10270,1971,2021
78,0,70,0,3310,1979,2010
80,0,84,0,3310,1930,2010
82,0,71,0,3983,1930,2010
64,0,48,0,3967,1955,2009
46,61,0,0,2240,1987,1987
66,0,70,0,1500,1933,2010
70,0,37,0,1500,1933,2010
57,0,65,0,1510,1933,2010
94,0,95,0,2053,1938,2017
97,0,94,0,1050,1985,2015
94,0,93,0,1750,1927,2015
100,0,77,0,2506,1927,2022
94,0,85,0,2377,1985,2015
95,0,96,0,1973,1927,2015
96,0,94,0,1980,1985,2015
87,0,76,0,2200,1928,2016
90,0,80,0,4057,1961,2012
66,78,79,0,3609,1964,1964
62,48,26,0,3150,1977,1977
96,66,57,0,3150,1977,1977
100,100,71,0,3210,2021,2021
57,0,63,0,6200,1927,2009
59,0,20,0,5360,1927,2007
64,0,65,0,4513,1927,2009
41,0,77,0,4503,1933,1997
28,0,71,0,4500,1997,1997
54,0,72,0,5375,1933,1997
66,0,63,0,5350,1932,1957
97,0,92,0,9966,1972,1995
92,0,69,0,9500,1971,1997
100,0,92,0,9775,1971,2013
100,0,85,0,893,1946,2022
100,0,85,0,755,1947,2022
57,0,84,0,777,1961,2013
61,0,83,0,1027,1961,1989
71,0,66,0,1373,1930,2013
38,0,8,2.13,1390,1930,1993
78,0,68,0,3168,1937,2010
92,69,74,0,2836,1936,2014
91,65,56,0,2378,2015,2015
79,0,46,0,2110,1993,2015
88,0,75,0,1990,1935,2015
92,0,84,0,1910,1936,2015
78,0,72,0,1645,1980,2007
87,0,78,0,1887,1980,2020
98,40,33,0,2540,1979,1979
76,8,1,0,3460,1978,1978
80,0,77,0,3097,1975,2002
75,0,59,0,8350,1968,2015
100,0,60,0,1810,2019,2019
76,0,81,0,7900,1968,2015
100,0,94,0,6051,1968,2021
100,0,96,0,2919,2019,2019
100,64,74,0,4370,2020,2020
51,54,33,0,2240,1987,1987
81,63,51,0,5315,1987,1987
60,60,49,0,7100,1987,1987
81,0,67,0,5000,1933,2019
87,0,78,0,5000,1933,2019
59,0,73,0,5000,1995,1995
97,85,82,0,2500,2018,2018
98,79,86,0,2773,2018,2018
97,76,85,0,3150,2018,2018
99,75,87,0,3233,2018,2018
96,73,67,0,3400,2018,2018
90,75,64,0,3475,2000,2000
99,72,55,0,3550,2000,2000
73,0,57,3.3,937,1965,2021
69,0,58,0,812,1965,2021
54,0,47,0,1187,1968,2008
56,0,40,0,1417,1968,2008
97,0,50,0,10100,1957,2020
83,60,36,0,4200,1984,1984
63,0,59,0,7500,1972,2006
67,0,72,0,5500,1973,2006
69,0,83,0,5300,1934,2006
100,0,77,0,4898,1966,2023
100,0,77,0,7067,1926,2023
100,0,77,0,5823,1975,2023
74,32,37,0,3530,1976,1976
85,30,38,0,2940,1976,1976
100,0,83,0,2725,1970,2022
100,0,83,0,2620,1970,2022
100,0,83,0,2620,1970,2022
100,0,83,0,2620,1970,2022
100,0,83,0,3247,1970,2022
76,0,34,0,1040,2000,2000
75,0,29,0,793,1956,1966
82,0,37,0,1067,1955,1966
79,0,27,0,1657,1970,2004
71,0,33,0,1748,1931,2004
98,0,96,0,2057,1930,2016
92,0,80,0,2295,1932,2016
94,0,75,0,2150,1930,2016
100,0,77,0,1990,1930,2022
100,0,77,0,1780,1930,2022
71,75,74,0,3700,2000,2000
81,56,47,0,6062,1984,1984
74,57,59,0,8950,1984,1984
46,72,57,0,7572,2001,2001
78,0,60,0,5400,1957,1991
69,68,66,0,5900,2001,2001
75,74,71,0,6465,2001,2001
91,71,72,0,8100,1995,1995
77,64,55,0,7950,1995,1995
77,0,82,0,6400,2011,2018
76,0,67,0,5300,1973,2006
68,0,77,0,5300,1934,2006
52,43,23,0,1713,1960,1960
63,0,24,0,3253,1957,1997
78,0,0,0,4214,1957,1997
100,100,69,0,5600,2023,2023
94,59,46,0,5600,2009,2009
49,0,5,0,4520,1928,1994
63,0,80,0,3585,1928,1994
89,69,57,0,1390,2016,2016
85,0,23,0,4068,1968,2014
100,100,69,0,3770,1973,2022
100,100,71,0,3935,1973,2022
99,77,86,0,5611,2013,2013
24,0,68,0,3514,1969,2000
30,63,50,0,6511,1992,1992
96,67,40,0,6400,2017,2017
86,71,64,0,5350,2014,2014
97,74,58,0,3866,2017,2017
84,70,58,0,5100,2014,2014
100,0,83,0,1183,1930,2022
100,0,83,0,1014,1930,2022
100,0,83,0,1020,1930,2022
100,0,77,0,2250,1930,2022
66,0,74,0,2400,2003,2003
65,0,71,0,2513,1929,2002
76,0,76,0,2670,1929,2009
78,0,72,0,2663,1923,2009
86,65,60,0,5165,2005,2005
61,0,69,0,14159,1983,2005
59,0,78,0,9643,1983,2005
91,0,84,0,8950,1983,2007
81,0,85,0,7800,1982,2007
100,0,77,0,6362,1975,2023
82,73,70,0,5400,1996,1996
77,74,69,0,4578,1996,1996
70,81,48,0,4750,1996,1996
66,85,46,0,4381,1999,1999
96,71,70,0,1390,2016,2016
88,0,75,0,1390,1955,1994
89,0,72,0,1293,1955,1994
72,0,43,0,1260,1930,1994
73,0,48,0,1515,1930,2017
84,0,76,0,1542,1957,2011
64,0,76,0,1598,1980,2004
82,0,48,0,645,1955,1992
71,0,33,0,1749,1957,1992
75,63,49,0,5100,2014,2014
96,0,93,0,9025,1987,2019
97,0,97,0,7633,1988,2019
