CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
63,0,85,0,3640,1941,2011
82,15,31,0,2914,1977,1977
75,12,43,0,4428,1977,1977
56,0,36,0,4359,1997,1997
77,60,69,0,5330,1996,1996
67,0,63,0,5720,1996,2002
95,82,99,0,14066,1991,1991
92,70,73,0,14620,1992,1992
88,0,75,0,14875,1987,2008
60,71,72,0,15521,1997,1997
95,75,70,0,16435,1996,1996
90,0,88,0,16500,1964,2009
93,0,87,0,16347,1964,2009
94,76,61,0,24837,2021,2021
89,0,97,0,28116,2021,2021
74,78,64,0,28956,2010,2010
44,55,43,0,6250,1986,1986
88,11,42,0,1065,1971,1971
75,0,19,0,1653,1971,1971
33,0,68,0,2717,1970,2000
61,0,53,0,2747,1962,2000
49,0,67,0,3030,1965,2000
92,0,55,0,4053,1965,1999
78,0,4,0,4787,1931,1965
92,0,52,0,4023,1958,1999
92,0,59,0,2368,1958,1999
90,0,83,0,13900,1969,2015
97,80,54,0,12400,1969,1969
60,68,36,0,11825,1969,1969
94,65,69,0,10115,1996,1996
90,0,86,0,7666,1984,2014
90,0,76,0,11850,1989,2014
99,0,94,0,4207,2016,2016
90,0,82,0,14430,1989,2015
98,63,48,0,12400,1989,1989
73,55,33,0,11825,1989,1989
79,55,55,0,10031,1996,1996
62,0,64,0,9266,1976,2002
100,0,77,0,13982,1976,2023
72,9,31,0,3889,1977,1977
79,20,40,0,4541,1977,1977
40,0,61,0,4600,1941,1999
77,0,66,0,4400,1997,1997
41,0,63,0,4400,1941,1999
71,0,61,0,4350,1997,1997
58,0,52,0,4862,1955,1999
74,0,67,0,5487,1996,2002
91,81,72,0,26917,2012,2012
100,100,71,0,21071,2022,2022
99,75,71,0,21300,1993,1993
99,78,76,0,20065,1993,1993
92,0,82,0,18597,1962,2009
95,75,75,0,36287,1992,1992
83,79,80,0,18383,1997,1997
90,68,69,0,18650,1995,1995
97,80,70,0,17496,1992,1992
100,0,90,0,19500,1993,2017
100,0,100,0,2370,1958,2021
100,0,100,0,2385,1958,2021
93,0,75,0,2700,1958,2016
82,59,55,0,2350,2022,2022
52,0,60,0,1510,1985,2018
81,0,93,0,1540,1985,2018
90,0,84,0,5600,1975,2018
69,0,58,0,5567,1931,2018
69,0,74,0,5665,1931,2005
71,0,73,0,1350,1939,1998
80,0,78,0,1350,1939,1998
98,0,55,1.3,1557,1939,2016
53,0,33,2.94,1660,1939,1998
49,0,36,0,1563,1952,1985
46,0,45,0,3051,1952,1985
41,0,46,0,3780,1973,2007
89,25,51,0,4800,1993,1993
86,42,47,0,6766,2011,2011
77,53,55,0,7575,2011,2011
54,0,57,0,5725,1996,2002
60,0,66,0,9293,1976,2002
100,0,77,0,13925,1976,2023
52,0,24,0,2933,1937,1994
75,0,65,0,1617,1960,2009
81,0,64,0,1240,1960,2009
89,0,54,0,7233,1976,2020
87,0,69,0,4560,1962,2020
95,0,98,0,3026,1946,2018
96,0,96,1.03,2028,1947,2018
98,0,89,0,18062,1995,2017
100,0,89,0,20121,1994,2017
90,77,77,0,21007,1997,1997
80,79,79,0,15840,1996,1996
90,0,75,0,17300,1964,2005
87,0,75,0,17668,1964,2005
86,0,48,0,660,1954,2021
85,0,48,2.77,1060,1990,2009
87,0,80,0,835,1934,2009
81,0,73,0,957,1933,2009
75,0,56,0,6150,1993,2005
64,0,60,0,6900,1993,2005
57,0,50,0,7733,1931,2005
67,0,56,0,7329,1934,2005
95,63,61,0,7400,2019,2019
85,0,83,0,9050,1934,2007
91,0,73,0,10100,2019,2019
80,0,64,0,9197,1934,2007
74,0,77,0,6800,1966,2011
98,57,62,0,13950,2020,2020
57,92,35,0,4150,1993,1993
95,64,49,0,6675,2011,2011
86,63,54,0,8100,2011,2011
81,20,36,0,8100,2011,2011
91,67,59,0,7575,2011,2011
57,0,54,0,1748,1930,1991
39,13,15,0,1775,1966,1966
100,0,99,0,1785,1954,2022
82,0,83,0,2260,1966,2012
68,0,80,0,2715,1966,2012
100,0,95,0,1720,1946,2018
100,0,99,0,1407,1941,2018
100,0,96,0,1175,1939,2018
100,0,97,0,1220,1939,2018
85,0,72,0,1113,1939,2018
100,0,85,0,870,1939,2022
79,0,63,0,632,1956,2004
81,0,61,0,300,1956,2004
72,0,48,0,1810,1927,2012
73,0,76,0,840,1938,2009
90,0,72,0,1312,1938,2009
70,0,42,3.03,3160,1938,1997
64,0,16,0,3833,1967,1967
45,0,21,5.86,3707,1945,1997
97,0,78,0,2360,1996,2019
90,0,75,0,2360,1996,2017
96,0,85,0,2153,1930,2019
92,0,86,0,2160,1930,1991
48,70,54,0,10625,1997,1997
66,62,60,0,10220,1998,1998
94,80,72,0,7633,1992,1992
100,80,86,0,7150,2021,2021
96,73,64,0,7150,1992,1992
91,78,68,0,7025,1992,1992
95,0,99,0,6600,1930,2021
93,0,97,0,6550,1928,2021
49,76,69,2.35,6173,2002,2002
33,75,52,0,6333,2003,2003
50,0,14,2.61,3830,1930,2012
83,0,69,0,4781,1958,2012
94,0,88,0,1793,1958,2012
100,71,81,0,1610,2018,2018
65,0,68,0,7419,1918,1991
56,0,60,0,8483,1963,1991
77,49,40,0,19200,2010,2010
73,0,8,0,7180,1958,2021
93,41,57,0,6258,2018,2018
100,55,65,0,4790,2018,2018
92,0,90,0,1560,1959,2012
,0,,0,1944,1959,2012
92,0,75,0,2682,1959,2015
65,51,35,0,4200,1983,1983
53,0,0,0,9600,1962,1962
88,64,35,0,5743,2011,2011
100,0,90,0,3010,1952,2020
100,0,97,0,2340,1952,2020
97,0,97,3.2,1900,1952,2018
88,0,82,0,3057,1954,2016
62,0,74,3.03,970,1955,2003
68,0,58,1.2,693,1955,2003
62,0,67,2.64,667,1955,2003
95,0,90,0,5498,1964,2020
95,0,96,0,4840,1964,2020
96,0,92,0,5120,1964,2020
93,0,85,0,4515,1964,2020
93,78,75,0,2970,2013,2013
75,0,77,0,6250,1928,1965
24,72,55,0,6250,2003,2003
87,80,76,0,4664,2003,2003
64,76,62,0,4700,2004,2004
66,78,62,0,4650,2003,2003
80,74,59,0,4500,2003,2003
78,0,92,0,4750,1972,2012
74,0,87,0,3775,1972,2012
79,0,83,0,2800,1972,2012
71,0,83,0,3350,1972,2012
93,73,55,0,6345,2018,2018
66,0,26,0,7475,1954,2003
49,0,74,0,6900,1954,2012
62,0,79,0,5950,1954,2012
43,0,79,0,4837,1954,2012
54,0,85,0,3800,1954,2012
74,0,74,0,7093,1971,1991
74,0,56,0,8483,1962,1991
76,0,24,0,17020,1958,2021
100,70,56,0,4290,2018,2018
99,0,94,0,1888,1948,2018
100,75,82,0,2200,2018,2018
67,70,61,0,3262,2005,2005
88,0,73,0,2495,1959,2015
93,0,92,0,4380,1995,2015
63,0,71,0,1430,1948,2010
62,0,44,3.2,1705,1947,2010
50,0,0,0,2505,1963,2010
72,0,17,0,1905,1963,2006
100,0,80,0,14700,1956,2021
90,0,85,0,5800,1956,2013
83,0,79,0,5165,1956,2013
79,0,77,0,4790,1956,2014
83,0,76,0,4973,1956,2014
100,0,85,0,3048,1956,2022
4,0,47,0,1888,1957,1993
22,0,39,0,1570,1958,1993
75,0,48,0,1815,1930,2017
76,0,68,0,1220,1952,2019
75,0,61,0,3713,1972,2015
83,0,61,0,3981,1981,2018
29,68,47,0,5690,2000,2000
12,61,45,0,10625,1997,1997
64,63,54,0,10416,1992,1992
99,0,85,0,8116,1930,2021
67,76,54,0,7150,1992,1992
86,80,60,0,7012,1992,1992
98,0,83,0,6650,1930,2021
37,72,56,0,6600,2002,2002
87,65,56,0,5930,2018,2018
74,0,36,0,4200,1954,2003
76,0,26,0,910,1968,1999
64,0,42,0,1423,1969,1999
78,0,35,0,1517,1925,1999
60,0,55,0,1005,1930,1999
62,0,70,0,1086,1949,2008
67,0,70,0,1900,1948,2008
72,0,3,2.41,1900,1967,1990
69,0,56,0,1450,1939,1999
50,0,39,0,1060,1962,1990
84,0,51,1.13,1065,1963,1988
88,0,57,0,1220,1962,1988
100,0,83,0,2563,1965,2023
100,0,77,0,3445,1965,2023
100,0,77,0,2300,1979,2023
100,0,77,0,1840,1948,2023
70,0,60,0,1307,1948,2014
74,0,63,0,780,1962,2014
88,0,89,0,1060,1949,2015
76,0,77,0,997,1950,2014
86,0,63,0,1903,1950,2014
84,0,75,0,2940,1929,2014
75,0,87,0,2850,1930,2014
76,0,89,0,3877,1967,2014
67,0,60,0,4777,1929,2014
66,0,49,0,2718,1929,2014
73,0,92,0,1690,1967,2014
48,68,55,0,6220,2002,2002
72,0,63,0,7300,1966,1983
32,73,57,0,6050,2002,2002
57,0,73,0,6375,2000,2010
100,100,71,0,6666,2023,2023
73,0,78,0,6500,2000,2010
43,76,67,0,6375,2003,2003
81,76,75,0,4646,2003,2003
60,72,64,0,4700,2003,2003
90,78,60,0,4625,2002,2002
81,77,61,0,4450,2003,2003
67,0,51,0,1450,1939,2005
,0,,0,6483,1976,1976
,0,,0,6483,1976,1976
95,1,36,0,2260,2009,2009
57,0,26,0,2260,1936,2009
68,0,70,0,2260,1936,2009
88,0,73,0,1285,1936,2012
89,0,71,0,1295,1923,2014
76,0,76,0,8814,1920,2014
86,0,57,0,7910,1965,2014
79,0,75,0,780,1962,2017
96,0,84,0,1082,1973,2012
81,0,61,1.37,2050,1960,2012
78,0,42,0,1837,1971,2016
91,0,53,4.69,595,1971,2011
17,0,0,0,7237,1964,1964
88,0,80,0,5233,1957,2022
100,0,79,0,4100,1963,2022
100,0,95,0,3300,1963,2022
73,0,89,0,1480,1967,2014
93,0,77,0,1310,1967,2014
54,0,85,0,1845,1931,2008
66,0,81,0,2060,1967,2008
62,0,76,0,2485,1931,2008
91,0,85,0,3550,1977,2019
94,0,97,0,3060,1997,2019
97,0,92,0,3060,1931,2019
92,0,95,0,3060,1997,2019
79,80,64,0,3775,2005,2005
69,0,90,0,3266,1972,2012
81,0,76,0,4317,1972,2015
62,0,53,0,910,1958,2005
58,0,68,0,11200,1985,2011
42,70,35,0,23729,1987,1987
70,0,59,0,11275,1985,2011
70,0,41,0,10600,1941,2002
59,50,21,0,8407,1966,1966
48,46,22,0,14116,1987,1987
86,0,55,0,6858,1960,2014
83,0,16,0,3690,1934,1996
81,0,58,0,3490,1977,1996
52,0,0,0,5315,1977,1977
79,0,0,0,10500,1967,1967
,0,,0,5350,1987,1987
,0,,0,5383,1987,1987
15,0,0,0,11200,1973,1973
75,0,46,0,2913,1924,1985
54,0,33,0,1424,1924,2011
16,13,0,0,933,1929,1929
100,0,96,0,2883,1927,2022
100,0,90,0,2550,1927,2022
71,0,64,0,4600,1927,1995
64,0,68,0,4600,1927,1995
67,0,60,0,4600,1929,1995
75,0,80,0,3560,1929,2016
68,0,43,0,2344,1977,1991
40,0,18,0,2150,1977,2001
51,0,42,0,2460,1977,1991
97,0,94,0,3060,1931,2019
89,0,94,0,2976,1997,2019
97,0,95,0,3288,1931,2019
89,0,92,0,4390,1932,2019
91,73,76,0,4648,2016,2016
100,0,83,0,4460,1932,2023
85,74,65,0,3890,2017,2017
100,0,83,0,3685,1930,2023
94,80,74,0,6246,2015,2015
88,0,69,0,11900,1930,2019
99,0,48,0,11850,1983,2002
60,0,24,0,22867,1939,2002
66,0,54,0,11364,1965,2008
51,45,65,0,10856,1965,1965
60,41,69,0,7808,1964,1964
82,70,69,0,6066,1992,1992
78,72,67,0,5900,1992,1992
81,71,76,0,5115,1998,1998
65,72,79,0,5750,1996,1996
59,70,58,0,5233,1999,1999
49,0,43,0,1018,1929,1991
41,0,54,0,1200,1929,1991
41,0,18,0,1092,1929,1991
99,0,90,0,1177,1954,2022
85,0,33,4.39,1118,1954,1995
74,0,49,3.15,920,1971,1995
67,0,59,0,770,1971,2002
65,0,52,2.18,750,1971,2011
82,0,74,0,685,1971,2002
53,0,27,0,2470,1977,2001
57,0,54,0,2470,1977,1991
71,0,68,0,1210,1933,1999
75,0,66,0,1210,1933,1999
72,0,59,0,1210,1933,1999
65,0,59,0,1833,1933,1999
76,0,53,0,2590,1933,1999
61,0,52,0,2590,1933,1999
85,0,58,0,2987,1927,2018
86,0,64,0,12100,1936,2019
80,0,55,0,8100,1932,2019
21,54,47,0,6100,1993,1993
72,64,64,0,5900,1993,1993
99,0,97,0,2784,1933,2019
97,0,92,0,1970,1933,2019
70,83,67,0,1901,1978,1978
36,0,47,0,3940,1978,2001
43,0,60,0,3727,1978,2001
96,73,66,0,5500,1996,1996
91,78,65,0,5500,1999,1999
66,77,62,0,5625,1999,1999
91,51,69,0,5750,1996,1996
93,72,70,0,4276,1994,1994
70,74,69,0,5562,1998,1998
69,78,68,0,3754,1997,1997
78,29,9,0,9720,1966,1966
51,43,10,0,14225,1987,1987
55,0,43,0,11850,1983,2002
88,0,28,0,950,1955,1966
85,0,41,0,917,1955,1989
82,0,35,0,827,1961,1992
99,0,93,0,1280,1961,1992
78,60,20,1.28,2633,2018,2018
96,0,95,0,2572,1955,2020
92,0,61,5.05,2445,1953,2017
92,0,78,0,2988,1953,2019
38,0,45,0,3410,1954,1993
29,0,51,0,3772,1955,1993
71,0,63,3.92,3760,1930,2018
90,0,79,2.3,1290,1993,2019
89,0,90,3.3,1295,1992,2019
98,0,90,0,1913,1988,2022
100,0,77,0,1988,1987,2023
100,0,83,0,2188,1987,2023
43,0,36,0,2060,1989,1989
91,0,84,0,1477,1932,1989
97,0,90,0,1790,1986,1986
97,0,84,2.72,2040,1986,1986
33,0,48,0,3300,1978,2001
34,0,61,0,3100,1978,2001
89,0,93,0,2900,1965,2016
88,0,87,0,3400,1931,2016
89,0,48,0,7700,1995,2016
47,0,30,0,11100,1995,2004
53,0,61,0,11800,1953,2004
56,0,57,0,12000,1973,2004
63,0,50,0,7983,1949,2004
68,0,56,0,11241,1965,2008
37,45,68,0,10958,1965,1965
72,0,80,0,8450,1928,2008
81,0,66,0,7512,1964,2008
91,86,75,0,7600,2008,2008
81,0,83,0,7000,1928,2008
83,72,60,0,6066,1992,1992
69,75,55,0,5900,1992,1992
72,73,77,0,5205,1998,1998
78,0,78,0,5775,1930,2000
88,66,51,0,4252,2004,2004
63,0,58,2.12,1590,2001,2001
73,0,26,1.83,1590,2001,2001
74,0,41,0,1590,1957,2001
76,0,45,0,1590,1957,2001
79,0,53,0,1590,1990,2001
68,0,19,0,1590,1957,2001
75,0,25,0,1220,1957,2001
61,0,37,0,2798,1946,2004
53,0,62,0,2290,1946,2004
71,52,8,0,4210,1986,1986
87,81,61,0,6617,1983,1983
49,1,0,0,8325,1964,1964
73,0,62,0,5566,1957,2022
99,0,79,0,4375,1963,2022
98,0,87,0,3300,1963,2022
100,0,91,0,2883,1978,2022
100,0,91,0,2550,1978,2022
80,0,75,0,3530,1926,2015
84,0,20,0,4708,1926,1966
56,0,65,0,5565,1960,2004
78,0,86,0,4335,1960,2016
91,0,95,0,3940,1930,2016
85,0,85,0,3247,1960,2016
87,74,80,0,2900,2016,2016
90,0,95,0,2900,1930,2016
88,0,91,0,2850,1960,2016
90,0,95,0,2500,1930,2016
88,0,91,0,2200,1964,2017
47,70,53,0,5295,1999,1999
71,0,51,0,5500,1930,2000
76,85,59,0,5583,1999,1999
73,0,57,0,5750,1930,2000
96,73,76,0,4396,1994,1994
91,75,70,0,5230,1999,1999
84,77,67,0,4077,1997,1997
87,37,38,0,9250,1955,1955
45,0,76,1.45,1010,1955,2000
70,0,85,0,2575,1955,2011
52,0,73,0,1768,1946,2004
43,0,71,0,1573,1946,2004
43,0,65,0,2110,1946,2004
77,0,83,0,1963,1946,2015
87,0,79,0,1308,1966,2015
59,42,44,0,2214,1960,1960
44,31,38,0,1797,1961,1961
54,0,80,0,1470,1961,2011
66,0,84,0,1600,1961,2011
52,0,4,0,4062,1979,2013
95,0,92,0,3543,1949,2021
100,100,69,0,603,2022,2022
99,0,96,0,1250,1949,2021
97,0,87,0,2790,1966,2021
99,0,91,0,4350,1949,2021
100,0,99,0,4663,1930,2021
91,0,56,0,3236,1979,2021
91,0,75,0,9200,1930,2019
100,100,71,0,2167,2023,2023
100,0,83,0,2150,1964,2023
100,100,71,0,997,2023,2023
100,0,77,0,2883,1964,2023
78,0,57,0,3657,1927,2018
71,0,52,0,3878,1926,2018
80,0,69,0,2515,1968,2018
98,0,81,0,1920,1968,2021
77,0,60,0,1805,1968,2012
79,0,54,0,1690,1968,2012
67,0,75,0,3483,1940,1988
58,0,76,0,1770,1938,2009
47,0,78,0,1400,1938,2009
46,0,77,0,1407,1970,2009
97,70,65,0,2740,2015,2015
58,0,47,0,3143,1930,1975
72,0,9,4.96,3950,1971,1985
59,0,55,0,1200,1975,1998
46,0,76,0,1250,1976,1998
68,0,61,0,1590,1977,1998
87,0,66,0,1783,1958,2011
93,0,83,0,1810,1929,2017
99,0,97,0,1810,1929,2017
99,0,96,0,1810,1929,2017
93,0,87,0,1810,1929,2017
97,0,89,0,2399,1928,2017
62,60,60,0,3720,1967,1967
73,67,72,0,2584,1961,1961
92,0,90,0,1010,1928,2017
55,0,24,0,1343,1929,1990
100,100,69,0,2390,2022,2022
73,0,0,0,1280,1931,1990
79,0,73,0,3345,1931,1990
78,0,44,0,2850,1939,1994
70,0,67,0,2420,1937,1994
100,0,82,0,2420,1937,2022
100,0,82,0,2033,1964,2022
100,0,82,0,1260,1964,2022
100,0,82,0,1510,1964,2022
79,0,48,0,3200,1931,1994
53,0,9,0,3450,1931,1994
54,0,31,0,3860,1931,1994
99,74,78,0,4300,2020,2020
92,51,56,0,3887,1966,1966
86,76,65,0,2729,2007,2007
86,72,63,0,3544,1997,1997
90,71,69,0,4566,1997,1997
79,73,54,0,4750,2004,2004
69,73,62,0,5507,2004,2004
62,77,58,0,1470,1994,1994
69,0,56,0,5366,1935,1981
86,0,73,0,4690,1980,2009
76,77,57,0,4466,1999,1999
67,0,82,0,4900,1999,2012
91,82,65,0,5400,2002,2002
100,78,64,0,5650,2002,2002
92,80,63,0,5350,2002,2002
53,23,0,0,4054,1970,1970
91,0,83,0,2929,1970,2016
84,0,71,0,7060,1971,2009
53,37,15,0,14111,1984,1984
55,28,32,0,15900,1985,1985
47,0,29,0,13800,1937,1991
44,0,25,0,17681,1940,1987
93,0,44,0,8489,1920,1999
96,0,56,0,8833,1960,2021
100,0,72,0,9231,1920,2021
98,60,65,0,7400,2022,2022
88,70,67,0,6225,2022,2022
100,0,82,0,1760,1964,2022
100,0,82,0,2125,1964,2023
100,0,82,0,2490,1964,2023
66,0,62,0,2960,1969,2002
97,0,79,0,4330,1924,2019
78,0,83,1.02,3576,1924,2009
88,0,86,0,1763,1958,2009
100,65,38,0,14583,2012,2012
61,0,79,0,1474,1949,2001
48,0,30,3.53,1070,1951,1994
53,0,53,0,6350,1949,1995
58,72,44,0,6350,1998,1998
53,81,56,0,4837,1997,1997
87,75,72,0,1394,2015,2015
92,81,77,0,4300,2013,2013
23,0,70,0,3532,1968,2000
49,70,52,0,3450,1992,1992
79,53,49,0,7370,1992,1992
88,72,58,0,7825,2017,2017
83,69,55,0,5225,2014,2014
95,70,55,0,4230,2017,2017
64,70,0,0,5700,1928,1928
77,0,38,0,12900,1954,2012
80,0,41,0,19180,1944,2012
89,0,58,3.13,25000,1944,2012
88,0,37,0,21950,1934,2012
72,0,45,0,14200,1934,2012
50,34,0,0,10650,1972,1972
93,74,54,0,11650,2017,2017
58,42,0,0,13000,1972,1972
87,0,75,0,14100,1949,2018
88,73,66,0,6725,2004,2004
34,76,41,0,6700,2004,2004
79,0,67,0,9795,1921,2010
29,48,55,0,8700,1992,1992
90,67,69,0,5508,2009,2009
61,0,33,0,10944,1963,2009
65,0,0,0,12600,1923,1989
79,0,54,0,6475,1965,2016
55,0,38,0,6000,1965,2009
55,0,43,0,5400,1965,2009
46,0,56,0,1070,1952,1994
38,0,57,0,1070,1952,1994
58,0,56,0,1405,1952,1994
69,0,62,0,2365,1966,1994
53,0,37,0,1710,1955,1994
57,0,66,0,516,1930,1984
100,0,94,0,837,1954,2022
100,0,98,0,853,1953,2022
100,0,98,0,910,1953,2022
100,0,98,0,1666,1953,2022
89,59,51,0,5100,2014,2014
96,0,99,0,4033,2019,2019
90,0,87,0,4325,1988,2009
90,0,85,0,4400,1988,2009
90,75,64,0,3339,1994,1994
84,74,53,0,4450,1994,1994
95,81,78,0,3694,2012,2012
100,0,83,0,3200,1933,2023
100,0,83,0,2658,1933,2023
95,81,78,0,2850,2009,2009
73,76,59,0,10125,1996,1996
89,79,64,0,8667,1959,1959
89,100,62,0,8983,1958,1958
81,84,59,0,5750,1996,1996
99,0,66,0,9150,1922,2022
78,0,41,0,7350,1922,2022
51,0,67,0,4998,1927,1992
57,0,41,0,3418,1927,1988
58,75,40,0,3500,1988,1988
38,0,46,0,4300,1927,1992
18,3,0,0,2045,1994,1994
53,0,41,0,2285,1989,1989
40,0,63,0,1670,1951,1997
35,0,64,0,1470,1951,1997
52,0,56,0,850,1951,1997
93,0,83,0,3363,1955,2012
80,0,81,0,1880,1972,2014
89,0,87,0,2721,1972,2014
88,0,81,0,4274,1972,2014
100,0,98,0,2070,1951,2022
64,62,55,0,29000,1970,1970
74,76,67,0,21470,2016,2016
70,74,65,0,19900,2016,2016
95,72,66,0,19525,2019,2019
95,65,78,0,18825,1969,1969
83,70,62,0,13371,2003,2003
81,0,80,0,13150,1969,2021
77,0,86,0,12085,1969,2006
61,0,90,0,12050,1969,2006
100,0,83,0,2850,1928,2022
100,0,83,0,2850,1928,2022
99,73,64,0,2375,2002,2002
93,75,68,0,1796,2002,2002
60,0,75,0,5654,1980,2004
56,0,84,0,2823,1980,2004
61,0,72,0,2810,1980,2004
80,0,79,0,2135,1981,2011
88,0,79,0,2240,1929,2022
84,0,56,0,5100,1927,2014
16,60,0,0,4545,1983,1983
35,0,35,0,3790,1928,1988
83,0,67,0,4418,1982,2014
16,29,1,0,9914,1978,1978
78,0,32,0,5422,1953,1987
73,0,25,0,10133,1953,2012
62,0,2,0,8800,1935,1957
74,0,21,0,5467,1933,1957
65,0,55,0,4943,1949,2017
84,0,78,0,4300,1954,2004
83,0,75,0,4413,1972,2014
87,0,75,0,3192,1972,2014
73,0,69,0,2200,1972,2007
79,0,62,0,2200,1972,2009
69,0,65,0,2137,1972,2009
62,0,60,0,2316,1972,2009
94,75,83,0,1860,1972,2006
97,75,81,0,1380,1972,2006
73,78,76,0,11741,1999,1999
57,62,64,0,12907,1985,1985
84,68,66,0,13100,1990,1990
66,72,71,0,11912,1989,1989
74,73,75,0,11950,1991,1991
49,74,73,0,11850,1989,1989
76,73,73,0,11685,1991,1991
77,0,62,0,11637,1988,2022
55,75,87,0,12200,2000,2000
100,0,96,0,12922,1959,2022
85,0,88,0,1710,1981,2022
100,0,94,0,1210,1981,2021
100,0,94,0,1210,1930,2021
95,0,89,0,1217,1936,2021
85,0,63,0,1620,1936,2006
86,0,74,0,2010,1936,2006
88,0,67,0,2133,1936,2006
88,0,65,0,2130,1936,2006
91,0,76,0,2203,1936,2006
96,0,81,0,2600,1977,2021
97,0,83,0,2215,1978,2021
98,0,81,0,2210,1978,2021
94,0,80,0,2053,1978,2021
75,0,68,0,1573,1941,2012
81,0,68,0,1680,1941,2012
61,0,0,0,6400,1938,1938
85,0,40,0,6650,1930,1972
54,38,16,0,12200,1972,1972
78,0,45,0,4866,1958,1996
94,73,77,0,2203,1972,2007
98,75,75,0,2880,2000,2000
58,45,61,0,2880,1972,2007
98,76,76,0,2880,2000,2000
80,0,64,0,3040,1971,2017
87,0,86,0,1297,1979,2017
92,0,83,0,2430,1930,2015
76,0,81,0,2430,1930,2015
91,0,92,0,2430,1930,2015
12,0,75,0,11880,1990,2022
78,67,59,0,11993,1992,1992
48,0,83,0,11844,1990,2022
85,76,64,0,11635,1992,1992
81,73,62,0,11537,1987,1987
99,66,60,0,11500,2008,2008
88,70,68,0,11687,1987,1987
59,0,55,0,12150,1959,1999
64,0,37,0,12510,1959,1999
67,0,72,0,13010,1981,2009
87,0,80,0,2240,1936,2006
83,0,72,0,4016,1936,2006
94,0,52,0,7000,1930,2006
100,0,63,7.54,7300,1930,1967
100,0,44,6.52,6900,1930,1967
88,0,58,0,3830,1930,1967
67,0,67,0,2155,1938,2007
68,0,70,0,2299,1938,2007
93,0,92,0,1680,1940,2017
42,62,43,0,3586,1978,1978
70,0,80,0,705,1928,2022
96,0,89,0,1043,1928,2022
98,0,87,0,1170,1929,2022
97,0,79,5.93,2363,1929,2022
91,100,72,0,3040,1976,1976
98,0,94,0,2776,1977,2022
91,0,78,0,1797,1928,2022
83,0,72,0,1050,1928,2009
81,0,76,0,873,1929,2009
91,0,91,0,3044,1930,2015
72,0,40,0,3793,1938,2015
97,0,91,0,2215,1999,2020
97,0,90,0,2010,1999,2020
71,0,43,0,2472,1995,1995
85,76,50,0,3962,2001,2001
92,67,32,0,5900,1988,1988
78,0,80,0,5600,1962,2017
87,48,77,0,5203,1962,1962
49,0,78,0,3963,1931,2009
93,0,78,0,18516,1962,2009
94,73,68,0,18191,1991,1991
95,74,73,0,18000,1991,1992
92,68,70,0,18000,1991,1991
77,75,80,0,18394,1997,1997
94,72,72,0,18650,1995,1995
88,77,71,0,17916,1991,1991
100,0,89,0,19500,1993,2018
89,0,74,0,17275,1995,2018
100,0,93,0,19025,1994,2018
93,0,94,0,950,1940,2017
58,0,53,0,1665,1948,2013
69,0,76,0,1392,1948,2013
98,0,92,0,1136,1938,2022
99,0,77,2.51,1693,1930,2022
98,0,91,0,1910,1938,2022
99,0,96,0,1510,1938,2022
89,70,73,0,1295,1954,2014
88,67,61,0,1285,1992,1992
74,0,87,0,1740,1959,2015
,0,,0,840,1991,2009
70,0,81,0,840,1953,2009
81,0,82,0,840,1953,2009
86,0,74,0,943,1928,2009
81,0,70,0,2325,1987,2019
81,0,74,0,3730,1952,2019
68,0,34,0,3133,1948,1994
35,0,51,0,1724,1929,2022
45,0,48,0,1528,1929,2022
68,0,64,0,3755,1962,2009
46,0,31,0,2707,1938,1985
27,0,39,0,2260,1938,1985
32,0,59,0,2390,1938,1985
99,81,84,0,1963,2016,2016
100,81,83,0,1605,2016,2016
100,82,81,0,1180,2012,2012
97,0,88,0,3580,1970,2020
100,0,98,0,3580,1932,2020
100,0,99,0,3580,1932,2020
62,0,51,0,30975,1994,2009
87,73,77,0,23745,2015,2015
79,76,96,0,18625,1989,1989
74,79,98,0,18350,1989,1989
72,79,97,0,17233,1993,1993
96,81,98,0,17078,1994,1994
67,80,96,0,15728,1996,1996
94,78,92,0,14822,1994,1994
91,79,84,0,14812,1995,1995
94,77,79,0,14700,2020,2020
72,0,84,0,2105,1958,2015
53,61,84,0,2430,1959,1959
78,0,89,0,2360,1969,2015
81,0,84,0,3757,1968,2012
88,0,77,0,7233,1948,2012
89,0,81,0,8100,1948,2016
65,0,51,5.44,8100,1935,2016
70,0,0,0,15625,1973,1973
65,0,52,0,20000,1972,2006
82,0,67,0,4342,1948,2005
86,0,82,0,3610,1928,2017
39,0,43,0,1764,1928,2000
67,0,50,0,1480,1928,2003
84,0,66,0,1730,1928,2015
74,0,79,0,6750,1972,2009
70,0,65,0,8043,1971,2009
39,37,18,0,14808,1984,1984
53,40,34,0,15900,1985,1985
85,67,63,0,4287,1984,1984
99,75,70,0,4208,1996,1996
89,0,90,0,3933,1937,2018
70,45,48,0,4187,1977,1977
96,75,87,0,3357,1931,2016
97,84,92,0,2960,1993,2016
100,81,90,0,2960,1931,2016
97,83,90,0,3840,1993,2016
99,82,89,0,4824,1931,2015
86,83,64,0,8100,1931,2012
67,79,97,0,13987,1979,1979
69,78,97,0,14000,1959,1979
72,0,87,0,14300,1971,2008
88,69,69,0,15000,1991,1991
88,68,63,0,15000,1991,1991
92,70,69,0,15000,1991,1991
83,64,64,0,15275,1991,1991
