STATION_ID
GHCND:USC00020060
GHCND:USC00020104
GHCND:US1AZMR0479
GHCND:US1AZMR0453
GHCND:US1AZMR0416
GHCND:US1AZMR0100
GHCND:USC00020406
GHCND:USC00021161
GHCND:US1AZMR0344
GHCND:USC00020632
GHCND:USC00020660
GHCND:US1AZMR0540
GHCND:US1AZMR0527
GHCND:US1AZMR0467
GHCND:US1AZMR0466
GHCND:US1AZMR0395
GHCND:US1AZMR0536
GHCND:USC00021027
GHCND:US1AZMR0434
GHCND:US1AZMR0587
GHCND:US1AZMR0041
GHCND:USC00021026
GHCND:US1AZMR0322
GHCND:US1AZMR0031
GHCND:US1AZMR0572
GHCND:USC00021282
GHCND:USC00021363
GHCND:US1AZMR0158
GHCND:US1AZMR0595
GHCND:US1AZMR0163
GHCND:US1AZMR0017
GHCND:US1AZMR0599
GHCND:US1AZMR0632
GHCND:US1AZMR0419
GHCND:US1AZMR0304
GHCND:US1AZMR0372
GHCND:US1AZMR0585
GHCND:US1AZMR0589
GHCND:USC00021365
GHCND:USC00021361
GHCND:US1AZMR0047
GHCND:US1AZMR0221
GHCND:US1AZMR0033
GHCND:US1AZMR0341
GHCND:US1AZMR0052
GHCND:US1AZMR0613
GHCND:US1AZMR0197
GHCND:US1AZMR0409
GHCND:US1AZMR0214
GHCND:US1AZMR0475
GHCND:US1AZMR0007
GHCND:US1AZMR0278
GHCND:US1AZMR0268
GHCND:US1AZMR0290
GHCND:US1AZMR0157
GHCND:USC00021511
GHCND:USC00022462
GHCND:USC00022782
GHCND:US1AZMR0398
GHCND:US1AZMR0630
GHCND:US1AZMR0598
GHCND:USC00022804
GHCND:USC00022927
GHCND:US1AZMR0605
GHCND:US1AZMR0206
GHCND:US1AZMR0485
GHCND:US1AZMR0583
GHCND:US1AZMR0022
GHCND:US1AZMR0319
GHCND:US1AZMR0049
GHCND:US1AZMR0118
GHCND:US1AZMR0470
GHCND:USC00023190
GHCND:USC00023393
GHCND:USW00053176
GHCND:USW00023168
GHCND:US1AZMR0511
GHCND:US1AZMR0257
GHCND:US1AZMR0496
GHCND:US1AZMR0130
GHCND:US1AZMR0617
GHCND:US1AZMR0280
GHCND:US1AZMR0608
GHCND:US1AZMR0504
GHCND:US1AZMR0359
GHCND:US1AZMR0643
GHCND:US1AZMR0218
GHCND:US1AZMR0075
GHCND:US1AZMR0386
GHCND:US1AZMR0339
GHCND:US1AZMR0634
GHCND:US1AZMR0503
GHCND:US1AZMR0321
GHCND:US1AZMR0069
GHCND:US1AZMR0378
GHCND:US1AZMR0494
GHCND:US1AZMR0478
GHCND:US1AZMR0357
GHCND:US1AZMR0619
GHCND:US1AZMR0639
GHCND:US1AZMR0064
GHCND:US1AZMR0562
GHCND:US1AZMR0209
GHCND:US1AZMR0289
GHCND:US1AZMR0379
GHCND:US1AZMR0094
GHCND:US1AZMR0226
GHCND:US1AZMR0046
GHCND:US1AZMR0231
GHCND:US1AZMR0492
GHCND:US1AZMR0160
GHCND:US1AZMR0612
GHCND:US1AZMR0312
GHCND:US1AZMR0245
GHCND:US1AZMR0377
GHCND:US1AZMR0349
GHCND:US1AZMR0170
GHCND:USC00023621
GHCND:USC00023702
GHCND:US1AZMR0474
GHCND:US1AZMR0465
GHCND:USC00023852
GHCND:USC00024182
GHCND:US1AZMR0070
GHCND:USC00024770
GHCND:USC00021295
GHCND:USC00024829
GHCND:US1AZMR0111
GHCND:US1AZMR0412
GHCND:US1AZMR0132
GHCND:US1AZMR0035
GHCND:US1AZMR0011
GHCND:US1AZMR0402
GHCND:USC00024977
GHCND:USC00025282
GHCND:US1AZMR0010
GHCND:US1AZMR0068
GHCND:US1AZMR0460
GHCND:US1AZMR0096
GHCND:US1AZMR0261
GHCND:US1AZMR0272
GHCND:US1AZMR0270
GHCND:US1AZMR0153
GHCND:US1AZMR0337
GHCND:US1AZMR0445
GHCND:US1AZMR0288
GHCND:US1AZMR0342
GHCND:US1AZMR0346
GHCND:US1AZMR0615
GHCND:US1AZMR0044
GHCND:US1AZMR0266
GHCND:US1AZMR0260
GHCND:US1AZMR0442
GHCND:US1AZMR0454
GHCND:US1AZMR0373
GHCND:US1AZMR0368
GHCND:US1AZMR0452
GHCND:US1AZMR0003
GHCND:US1AZMR0105
GHCND:US1AZMR0248
GHCND:US1AZMR0544
GHCND:US1AZMR0048
GHCND:US1AZMR0008
GHCND:US1AZMR0213
GHCND:US1AZMR0006
GHCND:US1AZMR0464
GHCND:US1AZMR0152
GHCND:USW00003185
GHCND:USC00025467
GHCND:USC00025700
GHCND:US1AZMR0456
GHCND:US1AZMR0190
GHCND:US1AZMR0147
GHCND:USC00026194
GHCND:US1AZMR0058
GHCND:US1AZMR0115
GHCND:US1AZMR0484
GHCND:US1AZMR0072
GHCND:USC00026244
GHCND:USC00025765
GHCND:USC00026246
GHCND:US1AZMR0291
GHCND:US1AZMR0591
GHCND:US1AZMR0579
GHCND:US1AZMR0162
GHCND:US1AZMR0095
GHCND:US1AZMR0292
GHCND:US1AZMR0234
GHCND:US1AZMR0271
GHCND:US1AZMR0088
GHCND:US1AZMR0586
GHCND:US1AZMR0242
GHCND:US1AZMR0436
GHCND:US1AZMR0313
GHCND:US1AZMR0334
GHCND:US1AZMR0382
GHCND:US1AZMR0189
GHCND:US1AZMR0138
GHCND:US1AZMR0259
GHCND:US1AZMR0530
GHCND:US1AZMR0569
GHCND:US1AZMR0578
GHCND:US1AZMR0529
GHCND:US1AZMR0443
