CONYR,RESYR,PCI_2,CRACK_INDX,IRI,AADT,TRUCKS,years_since_repair
2016.0,0.0,89.0,100.0,72.48,4320.0,1876.0,9.0
1987.0,0.0,80.0,87.0,94.18,5100.0,1994.0,38.0
1987.0,0.0,58.0,65.0,146.3,4800.0,1933.0,38.0
1988.0,0.0,79.0,93.0,108.26,6166.0,2091.0,37.0
1959.0,2013.0,76.0,89.0,101.89,7000.0,2324.0,12.0
1988.0,0.0,73.0,91.0,131.58,7241.0,2492.0,37.0
1988.0,2013.0,77.0,87.0,96.31,8150.0,2775.0,12.0
1959.0,2013.0,78.0,88.0,92.26,7685.0,2225.0,12.0
1959.0,2013.0,79.0,88.0,82.2,9633.0,2356.0,12.0
2022.0,0.0,87.0,98.0,71.48,9991.0,2548.0,3.0
1959.0,2015.0,81.0,88.0,89.46,10475.0,2791.0,10.0
1959.0,2015.0,82.0,90.0,82.65,10371.0,2290.0,10.0
2016.0,2019.0,77.0,78.0,80.8,13333.0,2298.0,6.0
1939.0,2019.0,80.0,87.0,88.75,14100.0,2298.0,6.0
2018.0,0.0,88.0,99.0,70.65,2526.0,1833.0,7.0
2018.0,0.0,91.0,99.0,60.01,2850.0,1833.0,7.0
2018.0,0.0,92.0,99.0,53.1,2798.0,1745.0,7.0
2016.0,0.0,90.0,99.0,62.27,2700.0,1702.0,9.0
2016.0,0.0,90.0,100.0,62.02,2666.0,1737.0,9.0
2012.0,0.0,89.0,98.0,59.32,2658.0,2049.0,13.0
2012.0,0.0,91.0,99.0,56.49,3175.0,2239.0,13.0
2012.0,0.0,91.0,100.0,57.82,3100.0,2114.0,13.0
2012.0,0.0,91.0,100.0,62.88,3350.0,2095.0,13.0
2012.0,0.0,90.0,100.0,62.5,3183.0,1832.0,13.0
2010.0,0.0,90.0,99.0,62.36,3537.0,1957.0,15.0
2010.0,0.0,91.0,99.0,59.22,4075.0,2282.0,15.0
2010.0,0.0,89.0,100.0,70.78,4150.0,2282.0,15.0
2010.0,0.0,90.0,99.0,64.88,3433.0,2344.0,15.0
1990.0,0.0,83.0,97.0,89.88,3300.0,2284.0,35.0
1990.0,0.0,81.0,93.0,98.31,3600.0,2237.0,35.0
1990.0,0.0,71.0,86.0,125.39,3860.0,2211.0,35.0
2016.0,0.0,87.0,100.0,82.18,4533.0,2325.0,9.0
2016.0,0.0,89.0,99.0,68.9,5700.0,2533.0,9.0
2016.0,0.0,89.0,100.0,66.08,5700.0,2533.0,9.0
2016.0,0.0,89.0,100.0,71.74,5300.0,2533.0,9.0
2020.0,0.0,94.0,100.0,43.64,5100.0,2533.0,5.0
2020.0,0.0,93.0,99.0,46.77,5100.0,2533.0,5.0
2020.0,0.0,93.0,100.0,49.91,5110.0,2401.0,5.0
1979.0,2014.0,93.0,95.0,44.69,5300.0,2651.0,11.0
2013.0,0.0,91.0,100.0,59.58,5018.0,2550.0,12.0
1976.0,2014.0,90.0,97.0,62.26,5100.0,2573.0,11.0
1968.0,2021.0,92.0,96.0,50.27,4680.0,2485.0,4.0
1968.0,0.0,72.0,59.0,71.19,3300.0,1802.0,57.0
1991.0,0.0,74.0,80.0,98.41,3900.0,1877.0,34.0
2000.0,0.0,86.0,95.0,75.31,4166.0,2023.0,25.0
2000.0,0.0,86.0,97.0,75.45,4525.0,2415.0,25.0
1991.0,0.0,80.0,92.0,99.0,4675.0,2718.0,34.0
2000.0,0.0,85.0,97.0,83.59,4466.0,2657.0,25.0
2003.0,0.0,78.0,84.0,89.5,4585.0,2657.0,22.0
2003.0,0.0,79.0,84.0,83.64,4735.0,2745.0,22.0
2003.0,0.0,72.0,74.0,102.47,4766.0,2773.0,22.0
2003.0,0.0,67.0,56.0,91.46,4878.0,2774.0,22.0
2003.0,0.0,76.0,89.0,115.94,4800.0,2698.0,22.0
2000.0,0.0,81.0,98.0,108.67,5210.0,2680.0,25.0
2000.0,0.0,80.0,92.0,102.54,7042.0,2960.0,25.0
1985.0,0.0,40.0,8.0,107.97,7014.0,2911.0,40.0
1985.0,0.0,40.0,12.0,115.39,8907.0,3099.0,40.0
2021.0,0.0,93.0,100.0,52.28,11841.0,4182.0,4.0
1985.0,0.0,0.0,0.0,0.0,8450.0,3551.0,40.0
2019.0,0.0,90.0,100.0,62.64,10885.0,4415.0,6.0
1983.0,2016.0,90.0,91.0,44.47,6004.0,2307.0,9.0
1983.0,2016.0,92.0,90.0,33.52,4950.0,2192.0,9.0
1983.0,2021.0,96.0,98.0,26.23,5150.0,2276.0,4.0
1983.0,2021.0,96.0,99.0,26.7,4920.0,2254.0,4.0
1983.0,2019.0,90.0,90.0,47.12,4119.0,2131.0,6.0
1979.0,2019.0,90.0,92.0,50.48,3550.0,1975.0,6.0
1988.0,0.0,76.0,92.0,121.14,7295.0,2505.0,37.0
1988.0,0.0,79.0,94.0,107.5,8183.0,2223.0,37.0
2022.0,0.0,86.0,100.0,77.59,9941.0,2508.0,3.0
1959.0,2015.0,72.0,88.0,118.64,10475.0,2791.0,10.0
1959.0,2015.0,76.0,89.0,103.6,10925.0,2393.0,10.0
2016.0,2019.0,81.0,84.0,76.65,13333.0,2298.0,6.0
1962.0,2019.0,82.0,87.0,74.54,15080.0,2298.0,6.0
1996.0,0.0,70.0,91.0,123.28,14050.0,2158.0,29.0
2020.0,0.0,89.0,99.0,46.6,804.0,161.0,5.0
1975.0,0.0,58.0,60.0,114.2,1180.0,220.0,50.0
1962.0,2019.0,85.0,88.0,55.74,16133.0,2298.0,6.0
1939.0,2019.0,83.0,80.0,54.53,16550.0,2298.0,6.0
1996.0,0.0,71.0,89.0,122.47,14284.0,2238.0,29.0
1956.0,0.0,20.0,51.0,253.97,23550.0,1737.0,69.0
1976.0,2020.0,93.0,100.0,57.06,11466.0,2753.0,5.0
1978.0,2020.0,93.0,99.0,55.97,12093.0,3562.0,5.0
1954.0,2003.0,74.0,81.0,118.04,8313.0,677.0,22.0
1954.0,2022.0,93.0,100.0,70.05,4225.0,1594.0,3.0
1954.0,1998.0,65.0,57.0,94.08,500.0,0.0,27.0
1954.0,0.0,63.0,74.0,139.92,4150.0,0.0,71.0
1958.0,1995.0,49.0,46.0,128.18,3720.0,1462.0,30.0
2016.0,0.0,89.0,100.0,68.79,3950.0,0.0,9.0
2016.0,0.0,89.0,99.0,70.39,3950.0,0.0,9.0
2016.0,0.0,93.0,100.0,53.7,2485.0,1833.0,9.0
2016.0,0.0,93.0,100.0,51.42,2850.0,1833.0,9.0
2017.0,0.0,91.0,100.0,60.42,2814.0,1753.0,8.0
2016.0,0.0,88.0,100.0,71.34,2700.0,1702.0,9.0
2016.0,0.0,92.0,100.0,58.23,2666.0,1737.0,9.0
2012.0,0.0,89.0,99.0,66.69,2746.0,2104.0,13.0
2012.0,0.0,91.0,99.0,59.66,3175.0,2239.0,13.0
2012.0,0.0,92.0,100.0,59.57,3166.0,2127.0,13.0
2012.0,0.0,93.0,99.0,51.99,3350.0,2095.0,13.0
2012.0,0.0,93.0,99.0,53.1,3170.0,1831.0,13.0
2010.0,0.0,91.0,98.0,59.01,3680.0,1700.0,15.0
2010.0,0.0,91.0,99.0,59.41,4050.0,2282.0,15.0
2010.0,0.0,92.0,99.0,56.63,4150.0,2282.0,15.0
2010.0,0.0,90.0,99.0,64.66,3500.0,2333.0,15.0
2005.0,0.0,85.0,98.0,89.53,3233.0,2110.0,20.0
1990.0,0.0,81.0,94.0,101.5,3650.0,2205.0,35.0
1990.0,0.0,75.0,96.0,127.96,4070.0,2308.0,35.0
2016.0,0.0,87.0,100.0,81.01,4533.0,2325.0,9.0
2016.0,0.0,90.0,100.0,65.95,5700.0,2533.0,9.0
2016.0,0.0,92.0,99.0,57.3,5700.0,2533.0,9.0
2016.0,0.0,91.0,99.0,57.92,5400.0,2533.0,9.0
2020.0,0.0,96.0,99.0,36.82,5100.0,2533.0,5.0
2020.0,0.0,94.0,100.0,44.2,5100.0,2533.0,5.0
2020.0,0.0,94.0,100.0,51.88,5100.0,2533.0,5.0
2020.0,0.0,93.0,100.0,53.91,5120.0,2439.0,5.0
1979.0,2014.0,93.0,98.0,47.66,5166.0,2588.0,11.0
2012.0,0.0,89.0,98.0,64.22,5135.0,2584.0,13.0
1976.0,2014.0,91.0,96.0,59.03,5166.0,2614.0,11.0
1968.0,2003.0,80.0,84.0,83.57,4131.0,2132.0,22.0
1991.0,2017.0,95.0,94.0,32.73,4016.0,1952.0,8.0
1991.0,2017.0,91.0,92.0,44.31,4635.0,2647.0,8.0
1991.0,2023.0,93.0,100.0,70.05,4466.0,2657.0,2.0
2003.0,0.0,78.0,87.0,92.39,4641.0,2677.0,22.0
2003.0,0.0,81.0,91.0,88.27,4737.0,2745.0,22.0
2003.0,0.0,76.0,88.0,107.95,4800.0,2778.0,22.0
2003.0,0.0,73.0,73.0,92.61,4900.0,2776.0,22.0
2003.0,0.0,77.0,94.0,118.48,4875.0,2728.0,22.0
2000.0,0.0,81.0,99.0,110.96,5400.0,2715.0,25.0
2000.0,0.0,80.0,94.0,103.65,7070.0,2968.0,25.0
1985.0,0.0,32.0,10.0,127.12,7062.0,2916.0,40.0
1985.0,0.0,46.0,33.0,132.75,8896.0,3118.0,40.0
2021.0,0.0,92.0,99.0,51.21,12430.0,4188.0,4.0
1985.0,0.0,88.0,100.0,80.16,8487.0,3661.0,40.0
2019.0,0.0,87.0,100.0,79.17,10725.0,4329.0,6.0
1983.0,2016.0,90.0,91.0,41.39,5678.0,2103.0,9.0
1983.0,2016.0,90.0,90.0,38.0,5041.0,2219.0,9.0
1983.0,2021.0,95.0,98.0,25.87,5150.0,2276.0,4.0
1983.0,2021.0,96.0,99.0,27.68,4766.0,2240.0,4.0
1983.0,2013.0,89.0,91.0,52.91,4233.0,2156.0,12.0
1979.0,2013.0,89.0,91.0,53.14,3550.0,1975.0,12.0
1979.0,2013.0,87.0,90.0,58.07,3300.0,2058.0,12.0
1971.0,1989.0,67.0,71.0,75.65,3033.0,2067.0,36.0
1970.0,2002.0,67.0,74.0,88.28,3244.0,2175.0,23.0
1974.0,2022.0,89.0,93.0,56.3,3883.0,2373.0,3.0
1964.0,2013.0,83.0,82.0,69.89,4514.0,2176.0,12.0
1988.0,0.0,77.0,84.0,101.8,5107.0,1984.0,37.0
1960.0,2013.0,85.0,77.0,43.54,6020.0,2068.0,12.0
1988.0,0.0,74.0,90.0,127.41,6250.0,2109.0,37.0
1980.0,2001.0,61.0,53.0,99.4,820.0,175.0,24.0
1939.0,2021.0,59.0,58.0,108.11,1980.0,191.0,4.0
1978.0,0.0,13.0,27.0,242.74,6085.0,423.0,47.0
1976.0,0.0,26.0,55.0,229.76,3390.0,317.0,49.0
1989.0,2021.0,56.0,43.0,92.1,2130.0,210.0,4.0
1989.0,2021.0,59.0,46.0,91.11,1547.0,189.0,4.0
1989.0,2021.0,50.0,44.0,149.14,1302.0,142.0,4.0
1981.0,2021.0,74.0,85.0,118.2,900.0,136.0,4.0
1991.0,2021.0,80.0,89.0,92.81,900.0,136.0,4.0
1931.0,1994.0,64.0,81.0,157.45,3480.0,1108.0,31.0
1931.0,1994.0,50.0,66.0,193.84,3360.0,1117.0,31.0
1931.0,1994.0,46.0,53.0,170.06,3360.0,1117.0,31.0
1931.0,1994.0,41.0,52.0,167.31,3360.0,1117.0,31.0
1931.0,1994.0,47.0,63.0,168.75,3360.0,1117.0,31.0
1931.0,2019.0,69.0,80.0,120.93,3360.0,1117.0,6.0
1931.0,1994.0,43.0,54.0,189.77,3360.0,1117.0,31.0
1993.0,1994.0,55.0,56.0,128.2,3360.0,1117.0,31.0
1993.0,0.0,68.0,76.0,116.32,3360.0,1117.0,32.0
1971.0,2023.0,93.0,100.0,70.05,3098.0,636.0,2.0
1971.0,2022.0,93.0,100.0,70.05,3255.0,719.0,3.0
1931.0,2005.0,65.0,55.0,84.35,4105.0,830.0,20.0
1931.0,2011.0,62.0,51.0,91.81,2040.0,829.0,14.0
1967.0,2011.0,52.0,54.0,162.99,3963.0,1151.0,14.0
1968.0,2011.0,74.0,69.0,86.06,2950.0,714.0,14.0
1948.0,2012.0,78.0,74.0,61.57,2020.0,366.0,13.0
1948.0,2003.0,54.0,53.0,130.92,1660.0,240.0,22.0
1966.0,1986.0,71.0,69.0,86.69,2975.0,466.0,39.0
1988.0,0.0,71.0,57.0,57.6,15800.0,7347.0,37.0
1985.0,2009.0,86.0,93.0,56.72,14262.0,7162.0,16.0
1985.0,2009.0,88.0,93.0,49.9,13657.0,7217.0,16.0
1983.0,2009.0,85.0,94.0,59.25,12500.0,6487.0,16.0
2009.0,0.0,90.0,98.0,55.24,12678.0,6845.0,16.0
2003.0,0.0,84.0,88.0,67.05,12700.0,6883.0,22.0
1991.0,0.0,75.0,65.0,49.66,10283.0,5891.0,34.0
2003.0,0.0,84.0,94.0,76.87,8710.0,5135.0,22.0
1975.0,2008.0,88.0,99.0,49.1,8375.0,5026.0,17.0
1975.0,2008.0,89.0,99.0,39.73,8300.0,5116.0,17.0
1931.0,2021.0,74.0,73.0,87.38,975.0,148.0,4.0
1976.0,2008.0,77.0,84.0,86.17,850.0,172.0,17.0
1978.0,2008.0,76.0,84.0,103.13,850.0,172.0,17.0
1978.0,2006.0,72.0,84.0,124.75,850.0,172.0,19.0
1978.0,2006.0,75.0,79.0,99.18,977.0,172.0,19.0
1978.0,2006.0,72.0,77.0,107.52,1447.0,209.0,19.0
1978.0,2006.0,49.0,58.0,199.79,1920.0,227.0,19.0
1978.0,0.0,25.0,59.0,248.35,2990.0,267.0,47.0
1973.0,0.0,14.0,29.0,250.93,3270.0,294.0,52.0
1974.0,2022.0,93.0,100.0,70.05,3270.0,294.0,3.0
1973.0,0.0,35.0,66.0,247.85,4410.0,294.0,52.0
2007.0,0.0,68.0,85.0,133.69,4910.0,294.0,18.0
1930.0,2009.0,61.0,60.0,104.05,3980.0,298.0,16.0
1932.0,2009.0,58.0,63.0,107.83,3498.0,302.0,16.0
1932.0,2009.0,55.0,51.0,104.47,3980.0,302.0,16.0
1974.0,2009.0,54.0,52.0,118.74,4325.0,472.0,16.0
1981.0,0.0,44.0,94.0,215.27,4660.0,634.0,44.0
1930.0,2002.0,62.0,73.0,112.45,4640.0,618.0,23.0
1989.0,0.0,45.0,63.0,199.35,4780.0,689.0,36.0
1938.0,2014.0,82.0,75.0,51.35,5200.0,689.0,11.0
1939.0,2014.0,75.0,74.0,79.62,4540.0,692.0,11.0
1937.0,2014.0,79.0,74.0,64.52,1662.0,325.0,11.0
1971.0,2012.0,71.0,80.0,128.54,1655.0,379.0,13.0
1971.0,2012.0,76.0,81.0,90.39,3300.0,564.0,13.0
1971.0,2012.0,67.0,76.0,132.72,3470.0,562.0,13.0
1973.0,2012.0,84.0,92.0,71.61,2760.0,579.0,13.0
1937.0,2014.0,86.0,98.0,80.51,2157.0,535.0,11.0
1975.0,2007.0,84.0,88.0,57.61,8200.0,5091.0,18.0
1975.0,2007.0,88.0,91.0,45.78,8325.0,5124.0,18.0
1975.0,1998.0,86.0,92.0,57.78,8100.0,4931.0,27.0
1975.0,1998.0,87.0,97.0,67.46,8025.0,4927.0,27.0
1975.0,2013.0,88.0,92.0,49.28,8382.0,5173.0,12.0
1975.0,2009.0,87.0,94.0,47.88,8600.0,5253.0,16.0
1975.0,2004.0,81.0,98.0,86.31,8650.0,5225.0,21.0
1975.0,1999.0,87.0,98.0,59.59,8871.0,5257.0,26.0
1975.0,2013.0,82.0,98.0,84.03,9091.0,5520.0,12.0
2019.0,0.0,75.0,92.0,111.27,3150.0,745.0,6.0
2018.0,0.0,85.0,96.0,80.03,2890.0,992.0,7.0
2002.0,0.0,79.0,86.0,92.27,3740.0,1248.0,23.0
1984.0,0.0,66.0,84.0,137.77,6332.0,1997.0,41.0
1984.0,0.0,65.0,81.0,137.22,8833.0,1900.0,41.0
2000.0,0.0,66.0,62.0,106.11,6227.0,1900.0,25.0
2001.0,0.0,68.0,72.0,112.57,5870.0,2328.0,24.0
2001.0,0.0,76.0,81.0,94.95,6395.0,2642.0,24.0
1995.0,0.0,66.0,71.0,109.17,8100.0,2355.0,30.0
1995.0,0.0,66.0,80.0,137.54,7720.0,2097.0,30.0
2011.0,0.0,79.0,78.0,99.52,3083.0,1363.0,14.0
1981.0,0.0,28.0,33.0,203.61,4625.0,618.0,44.0
1930.0,2002.0,59.0,66.0,124.09,5555.0,633.0,23.0
1981.0,2013.0,72.0,73.0,95.22,6500.0,648.0,12.0
1930.0,2002.0,59.0,63.0,121.85,7625.0,638.0,23.0
1980.0,0.0,59.0,78.0,167.11,11582.0,547.0,45.0
1980.0,0.0,75.0,96.0,126.41,4350.0,512.0,45.0
2004.0,0.0,57.0,47.0,126.98,6560.0,478.0,21.0
1930.0,2019.0,71.0,79.0,121.09,2990.0,185.0,6.0
1931.0,2019.0,91.0,98.0,44.97,2366.0,183.0,6.0
1930.0,2018.0,90.0,97.0,47.14,1306.0,121.0,7.0
1937.0,2014.0,86.0,98.0,83.25,2290.0,418.0,11.0
1974.0,2014.0,82.0,91.0,77.34,2783.0,417.0,11.0
1937.0,2014.0,78.0,84.0,80.58,3160.0,416.0,11.0
1971.0,0.0,7.0,15.0,249.44,3678.0,454.0,54.0
1973.0,0.0,8.0,21.0,259.29,6389.0,493.0,52.0
1937.0,2004.0,63.0,64.0,131.21,1631.0,373.0,21.0
1985.0,0.0,45.0,64.0,182.83,2070.0,304.0,40.0
1937.0,2022.0,91.0,100.0,82.39,1895.0,306.0,3.0
1946.0,2022.0,93.0,100.0,70.05,1587.0,306.0,3.0
1971.0,2012.0,78.0,86.0,92.02,10000.0,6540.0,13.0
1971.0,2021.0,88.0,99.0,53.77,10500.0,6866.0,4.0
1971.0,2021.0,93.0,98.0,37.28,10350.0,6710.0,4.0
1971.0,2021.0,89.0,95.0,48.93,10700.0,6730.0,4.0
1971.0,2021.0,90.0,99.0,51.0,10228.0,6437.0,4.0
1972.0,2012.0,89.0,99.0,48.66,9933.0,6331.0,13.0
1971.0,1997.0,73.0,73.0,76.3,9375.0,6150.0,28.0
1971.0,2013.0,91.0,99.0,38.8,10050.0,6320.0,12.0
2015.0,0.0,91.0,99.0,56.6,7150.0,5603.0,10.0
1983.0,2005.0,59.0,43.0,98.98,14957.0,3328.0,20.0
1983.0,2005.0,63.0,46.0,80.81,10035.0,2903.0,20.0
1983.0,2007.0,81.0,91.0,83.11,8966.0,2810.0,18.0
1982.0,2007.0,80.0,80.0,71.55,7560.0,2362.0,18.0
1975.0,2023.0,91.0,100.0,82.39,6633.0,2383.0,2.0
1996.0,0.0,70.0,65.0,95.19,5414.0,2084.0,29.0
1996.0,0.0,65.0,55.0,99.32,4578.0,2042.0,29.0
1996.0,0.0,72.0,73.0,95.83,4769.0,1853.0,29.0
1999.0,0.0,66.0,61.0,110.2,4453.0,1789.0,26.0
1999.0,0.0,67.0,77.0,119.71,4150.0,1857.0,26.0
1989.0,2018.0,91.0,96.0,41.43,2110.0,249.0,7.0
1956.0,2005.0,66.0,67.0,111.08,3695.0,354.0,20.0
1931.0,2005.0,59.0,70.0,134.0,6280.0,392.0,20.0
1965.0,2005.0,64.0,71.0,126.33,6675.0,394.0,20.0
1974.0,2004.0,64.0,83.0,147.68,3433.0,358.0,21.0
1976.0,2004.0,68.0,79.0,114.33,1510.0,213.0,21.0
1976.0,2004.0,73.0,94.0,133.63,1150.0,213.0,21.0
1975.0,2004.0,74.0,90.0,121.5,1190.0,213.0,21.0
2004.0,0.0,68.0,78.0,105.01,1270.0,213.0,21.0
1972.0,2016.0,83.0,78.0,64.21,1367.0,300.0,9.0
1928.0,2019.0,93.0,97.0,47.71,1363.0,261.0,6.0
1973.0,0.0,47.0,30.0,119.98,1825.0,248.0,52.0
2021.0,0.0,51.0,66.0,153.86,1893.0,248.0,4.0
1928.0,2019.0,93.0,100.0,43.4,1373.0,248.0,6.0
1941.0,2001.0,50.0,53.0,140.42,1170.0,394.0,24.0
1937.0,2001.0,54.0,60.0,145.9,1173.0,394.0,24.0
1937.0,2000.0,51.0,53.0,144.78,973.0,381.0,25.0
1965.0,1997.0,47.0,76.0,209.74,2528.0,797.0,28.0
2019.0,0.0,91.0,99.0,58.18,7700.0,5738.0,6.0
2015.0,0.0,91.0,98.0,55.77,7927.0,5813.0,10.0
2009.0,0.0,76.0,65.0,66.29,8500.0,5948.0,16.0
2009.0,0.0,83.0,88.0,76.72,8431.0,5824.0,16.0
2009.0,0.0,58.0,45.0,120.57,8480.0,5520.0,16.0
1960.0,2011.0,83.0,95.0,42.53,9144.0,5606.0,14.0
1960.0,2011.0,75.0,68.0,58.49,9333.0,5764.0,14.0
1960.0,2011.0,75.0,70.0,66.54,9550.0,5843.0,14.0
1960.0,2011.0,83.0,98.0,47.87,9550.0,5843.0,14.0
1958.0,2009.0,79.0,93.0,91.76,9891.0,5927.0,16.0
1968.0,1999.0,57.0,68.0,130.91,4150.0,1857.0,26.0
1999.0,0.0,68.0,75.0,111.39,4150.0,1857.0,26.0
1968.0,1999.0,61.0,81.0,136.09,4116.0,1586.0,26.0
1997.0,1999.0,68.0,87.0,150.68,4350.0,1664.0,26.0
1997.0,0.0,61.0,63.0,134.29,4825.0,1867.0,28.0
1968.0,2021.0,93.0,99.0,46.33,5050.0,1857.0,4.0
1968.0,0.0,76.0,95.0,128.77,4683.0,1715.0,57.0
1968.0,2021.0,94.0,100.0,44.0,5223.0,1760.0,4.0
2014.0,0.0,70.0,85.0,102.61,9200.0,2762.0,11.0
1990.0,0.0,57.0,80.0,154.06,7577.0,2496.0,35.0
1975.0,2017.0,63.0,79.0,134.75,1600.0,207.0,8.0
1961.0,1994.0,50.0,52.0,145.32,1520.0,131.0,31.0
1961.0,1994.0,55.0,53.0,97.65,1330.0,135.0,31.0
1968.0,1994.0,57.0,65.0,128.37,3260.0,485.0,31.0
1968.0,1994.0,60.0,63.0,118.11,1558.0,358.0,31.0
1967.0,2019.0,81.0,82.0,73.36,2192.0,133.0,6.0
1955.0,2020.0,84.0,88.0,79.77,1303.0,151.0,5.0
1954.0,2020.0,84.0,90.0,82.19,940.0,157.0,5.0
1979.0,0.0,46.0,79.0,186.96,1253.0,157.0,46.0
1954.0,2020.0,80.0,87.0,99.71,2127.0,158.0,5.0
1965.0,1997.0,60.0,85.0,169.22,2470.0,878.0,28.0
1962.0,2011.0,45.0,49.0,179.18,3910.0,1104.0,14.0
1968.0,2011.0,70.0,64.0,92.06,2950.0,714.0,14.0
2006.0,0.0,80.0,93.0,107.14,2480.0,1363.0,19.0
2006.0,0.0,82.0,98.0,106.63,3275.0,1448.0,19.0
1935.0,2011.0,67.0,80.0,79.91,3450.0,1448.0,14.0
1936.0,2011.0,66.0,83.0,89.91,3450.0,1448.0,14.0
2006.0,0.0,79.0,99.0,117.09,2950.0,1448.0,19.0
2004.0,0.0,78.0,94.0,117.9,2655.0,1402.0,21.0
2006.0,0.0,86.0,97.0,87.51,3450.0,1543.0,19.0
1958.0,2009.0,74.0,87.0,108.11,10950.0,6152.0,16.0
1958.0,2009.0,77.0,89.0,92.69,11600.0,6285.0,16.0
2017.0,0.0,73.0,76.0,100.6,11600.0,6285.0,8.0
2017.0,0.0,84.0,92.0,77.44,11514.0,6149.0,8.0
2017.0,0.0,89.0,98.0,68.51,12550.0,6250.0,8.0
2022.0,0.0,89.0,100.0,95.53,12550.0,6250.0,3.0
2023.0,0.0,89.0,100.0,95.53,12550.0,6250.0,2.0
2021.0,0.0,88.0,97.0,68.93,12550.0,6250.0,4.0
2014.0,0.0,85.0,97.0,82.62,12550.0,6250.0,11.0
2013.0,0.0,85.0,97.0,83.04,13412.0,6559.0,12.0
2014.0,0.0,85.0,98.0,86.91,23383.0,7665.0,11.0
1991.0,0.0,64.0,87.0,126.72,12066.0,3446.0,34.0
1993.0,0.0,59.0,83.0,151.14,13516.0,4147.0,32.0
1991.0,0.0,50.0,65.0,156.62,11126.0,3827.0,34.0
1962.0,2023.0,94.0,100.0,64.42,1865.0,180.0,2.0
1962.0,1997.0,61.0,76.0,174.45,1120.0,179.0,28.0
1976.0,0.0,73.0,87.0,96.56,1930.0,180.0,49.0
1929.0,2022.0,78.0,98.0,137.95,2700.0,181.0,3.0
1974.0,1999.0,62.0,63.0,118.12,2030.0,514.0,26.0
1977.0,2009.0,74.0,84.0,98.45,2945.0,558.0,16.0
1977.0,2009.0,77.0,89.0,95.62,3896.0,593.0,16.0
1954.0,2022.0,78.0,90.0,111.5,2930.0,158.0,3.0
1951.0,2022.0,81.0,95.0,115.68,3680.0,249.0,3.0
1938.0,2021.0,86.0,89.0,71.16,4390.0,295.0,4.0
1937.0,2019.0,87.0,88.0,64.73,4390.0,295.0,6.0
1996.0,2019.0,81.0,84.0,83.6,3780.0,295.0,6.0
1937.0,2019.0,74.0,84.0,119.6,3170.0,295.0,6.0
1937.0,2019.0,80.0,86.0,92.41,3170.0,295.0,6.0
1947.0,2019.0,82.0,82.0,75.78,3170.0,295.0,6.0
2015.0,0.0,68.0,87.0,136.92,3300.0,295.0,10.0
1947.0,2019.0,85.0,84.0,63.76,3413.0,294.0,6.0
1992.0,0.0,64.0,83.0,156.46,3450.0,1543.0,33.0
2006.0,0.0,81.0,95.0,106.7,3130.0,1552.0,19.0
2006.0,0.0,80.0,100.0,114.43,2870.0,1778.0,19.0
2006.0,0.0,80.0,97.0,113.78,2236.0,1711.0,19.0
2006.0,0.0,83.0,99.0,103.05,2836.0,1623.0,19.0
2006.0,0.0,81.0,100.0,116.64,2950.0,1636.0,19.0
2006.0,2019.0,93.0,99.0,54.89,2993.0,1629.0,6.0
2007.0,0.0,87.0,97.0,79.84,2649.0,1486.0,18.0
2007.0,0.0,86.0,99.0,86.69,2159.0,1290.0,18.0
2008.0,0.0,85.0,96.0,84.17,2120.0,1318.0,17.0
2006.0,0.0,84.0,98.0,92.41,2727.0,1433.0,19.0
1992.0,0.0,77.0,58.0,44.16,33362.0,8521.0,33.0
1992.0,2016.0,81.0,81.0,68.57,30387.0,8068.0,9.0
1965.0,2021.0,94.0,99.0,42.66,32803.0,9190.0,4.0
2020.0,0.0,95.0,99.0,34.81,26790.0,9595.0,5.0
2012.0,0.0,81.0,92.0,90.67,25815.0,9300.0,13.0
1965.0,2017.0,72.0,67.0,78.8,52450.0,9351.0,8.0
1965.0,2017.0,81.0,87.0,73.22,25950.0,9298.0,8.0
1965.0,2017.0,79.0,85.0,80.48,24962.0,9118.0,8.0
1965.0,2017.0,77.0,87.0,77.83,23641.0,8919.0,8.0
1977.0,2023.0,91.0,100.0,82.39,4865.0,538.0,2.0
1963.0,2023.0,91.0,100.0,82.39,5828.0,541.0,2.0
1934.0,2023.0,91.0,100.0,82.39,5750.0,544.0,2.0
1948.0,2008.0,52.0,33.0,106.82,5600.0,544.0,17.0
1963.0,2008.0,52.0,43.0,128.85,5700.0,544.0,17.0
1965.0,2007.0,66.0,63.0,103.52,5073.0,543.0,18.0
1965.0,2007.0,69.0,72.0,103.32,4907.0,543.0,18.0
1966.0,2007.0,72.0,77.0,98.28,5533.0,543.0,18.0
2020.0,0.0,85.0,95.0,75.13,4020.0,703.0,5.0
1947.0,2015.0,80.0,80.0,73.42,4764.0,383.0,10.0
1968.0,2015.0,68.0,79.0,113.38,8300.0,2626.0,10.0
1968.0,2015.0,77.0,82.0,87.74,7900.0,2577.0,10.0
1968.0,2021.0,93.0,99.0,44.23,7900.0,2577.0,4.0
1968.0,2021.0,89.0,100.0,76.51,1810.0,228.0,4.0
2019.0,0.0,95.0,100.0,43.24,3110.0,880.0,6.0
2020.0,0.0,74.0,98.0,119.87,4600.0,739.0,5.0
1953.0,1985.0,0.0,19.0,153.32,2240.0,198.0,40.0
1953.0,2017.0,81.0,96.0,104.75,6448.0,532.0,8.0
