CONYR,RESYR,PCI_2,CRACK_INDX,IRI,AADT,TRUCKS,years_since_repair
2010.0,0.0,87.0,99.0,74.8,7400.0,4713.0,15.0
2015.0,0.0,87.0,100.0,77.24,7400.0,4716.0,10.0
2015.0,0.0,89.0,100.0,70.05,7400.0,4716.0,10.0
2009.0,0.0,88.0,95.0,66.57,7400.0,4686.0,16.0
1967.0,2003.0,87.0,99.0,65.33,6870.0,4575.0,22.0
1961.0,2009.0,85.0,98.0,65.82,7290.0,4727.0,16.0
1961.0,2009.0,76.0,97.0,71.01,7758.0,4861.0,16.0
2023.0,0.0,89.0,100.0,95.53,8000.0,4756.0,2.0
1959.0,2021.0,78.0,90.0,58.59,8650.0,4852.0,4.0
2011.0,0.0,84.0,100.0,88.76,10750.0,0.0,14.0
1974.0,2012.0,83.0,91.0,73.08,12075.0,2128.0,13.0
1964.0,2012.0,83.0,86.0,56.0,13950.0,0.0,13.0
1964.0,2012.0,78.0,85.0,88.06,14270.0,1911.0,13.0
1964.0,2012.0,78.0,84.0,88.71,9512.0,1911.0,13.0
1964.0,2012.0,79.0,92.0,94.53,7875.0,0.0,13.0
1992.0,0.0,71.0,75.0,101.04,8037.0,1344.0,33.0
2020.0,0.0,88.0,100.0,67.26,6650.0,1335.0,5.0
1964.0,0.0,80.0,100.0,114.28,6100.0,1335.0,61.0
1995.0,0.0,80.0,93.0,97.99,4514.0,1158.0,30.0
2009.0,0.0,90.0,98.0,61.95,8440.0,5843.0,16.0
2008.0,0.0,55.0,33.0,106.43,8450.0,5504.0,17.0
1960.0,2011.0,77.0,75.0,57.06,9162.0,5625.0,14.0
1960.0,2011.0,83.0,87.0,55.6,9550.0,5843.0,14.0
1960.0,2011.0,78.0,80.0,57.29,9550.0,5843.0,14.0
1960.0,2011.0,76.0,76.0,61.03,9550.0,5843.0,14.0
1960.0,2011.0,81.0,82.0,44.23,9550.0,5843.0,14.0
1958.0,2009.0,81.0,95.0,75.81,9585.0,5826.0,16.0
1958.0,2009.0,80.0,96.0,85.54,10150.0,6024.0,16.0
1998.0,0.0,35.0,21.0,159.82,2830.0,259.0,27.0
1958.0,1980.0,77.0,85.0,95.24,1430.0,186.0,45.0
1959.0,2010.0,82.0,90.0,74.29,1190.0,161.0,15.0
1952.0,2011.0,83.0,85.0,67.39,1455.0,249.0,14.0
1967.0,2011.0,70.0,87.0,137.93,1535.0,282.0,14.0
1967.0,2011.0,77.0,89.0,100.0,990.0,188.0,14.0
1938.0,2001.0,70.0,81.0,119.16,1120.0,182.0,24.0
1937.0,2001.0,56.0,71.0,157.47,1250.0,175.0,24.0
1937.0,2001.0,45.0,55.0,194.42,1275.0,175.0,24.0
1937.0,1970.0,64.0,70.0,135.78,1300.0,177.0,55.0
1959.0,2021.0,70.0,87.0,99.98,8650.0,4852.0,4.0
1959.0,2021.0,78.0,88.0,62.4,8583.0,4804.0,4.0
1959.0,2021.0,78.0,88.0,60.6,8743.0,4936.0,4.0
1959.0,2021.0,74.0,89.0,86.53,9787.0,5426.0,4.0
2015.0,0.0,82.0,87.0,78.27,9630.0,5407.0,10.0
2015.0,0.0,84.0,97.0,88.91,11541.0,5697.0,10.0
2015.0,0.0,81.0,98.0,104.49,13150.0,5975.0,10.0
2012.0,0.0,74.0,88.0,125.68,12220.0,5388.0,13.0
2012.0,0.0,76.0,92.0,118.35,14641.0,5865.0,13.0
1960.0,2002.0,69.0,86.0,140.13,18419.0,6383.0,23.0
1998.0,0.0,78.0,90.0,109.07,4750.0,0.0,27.0
1963.0,2012.0,67.0,74.0,127.48,3828.0,634.0,13.0
2010.0,0.0,86.0,96.0,79.17,3625.0,1059.0,15.0
2010.0,0.0,85.0,96.0,79.83,3433.0,1006.0,15.0
2010.0,0.0,84.0,98.0,93.47,3681.0,1025.0,15.0
1996.0,0.0,77.0,95.0,114.15,5107.0,1845.0,29.0
1996.0,0.0,76.0,92.0,114.2,6158.0,1749.0,29.0
1996.0,0.0,79.0,95.0,107.87,7483.0,1882.0,29.0
2004.0,0.0,84.0,97.0,87.64,6026.0,1588.0,21.0
2005.0,0.0,81.0,92.0,90.5,5816.0,1380.0,20.0
2011.0,0.0,82.0,91.0,86.47,2974.0,1046.0,14.0
1957.0,2011.0,78.0,81.0,74.24,3550.0,1556.0,14.0
2006.0,0.0,56.0,42.0,120.16,3500.0,1556.0,19.0
2005.0,0.0,57.0,49.0,128.54,2799.0,1585.0,20.0
2001.0,0.0,62.0,64.0,128.64,4050.0,2460.0,24.0
2001.0,0.0,61.0,77.0,146.26,4500.0,446.0,24.0
1928.0,2002.0,48.0,35.0,114.28,5050.0,832.0,23.0
2000.0,0.0,71.0,83.0,124.17,3807.0,862.0,25.0
2000.0,0.0,71.0,84.0,125.27,3975.0,1048.0,25.0
1927.0,2015.0,74.0,65.0,65.77,4250.0,1048.0,10.0
2005.0,0.0,64.0,57.0,111.31,3835.0,1180.0,20.0
2000.0,0.0,75.0,89.0,118.29,1580.0,129.0,25.0
1948.0,2008.0,81.0,89.0,94.57,1769.0,129.0,17.0
1946.0,1996.0,65.0,75.0,136.76,1940.0,129.0,29.0
2005.0,0.0,66.0,66.0,119.87,3650.0,2371.0,20.0
2005.0,0.0,53.0,57.0,157.21,3200.0,2371.0,20.0
2005.0,0.0,55.0,64.0,156.83,2812.0,2135.0,20.0
1993.0,0.0,50.0,58.0,163.1,5667.0,299.0,32.0
2023.0,0.0,87.0,100.0,101.14,7400.0,879.0,2.0
1993.0,0.0,74.0,85.0,109.16,15300.0,949.0,32.0
1994.0,0.0,63.0,63.0,132.87,7483.0,1123.0,31.0
1994.0,0.0,55.0,50.0,147.56,7700.0,1101.0,31.0
2018.0,0.0,82.0,99.0,107.96,17240.0,6339.0,7.0
2019.0,0.0,86.0,99.0,81.08,15940.0,6263.0,6.0
2012.0,0.0,77.0,95.0,122.03,19700.0,6732.0,13.0
2012.0,0.0,75.0,87.0,115.27,17260.0,6334.0,13.0
1937.0,2021.0,93.0,100.0,46.62,4490.0,1271.0,4.0
1935.0,2021.0,93.0,100.0,43.6,5545.0,1271.0,4.0
1935.0,2007.0,65.0,64.0,118.11,5015.0,1198.0,18.0
1938.0,0.0,62.0,80.0,172.56,10500.0,1224.0,87.0
1949.0,2023.0,91.0,100.0,82.39,9225.0,1224.0,2.0
1949.0,2023.0,91.0,100.0,82.39,7567.0,1225.0,2.0
2020.0,0.0,90.0,100.0,64.18,3300.0,1088.0,5.0
2022.0,0.0,91.0,99.0,59.37,3150.0,1332.0,3.0
2018.0,0.0,89.0,99.0,63.41,4275.0,1685.0,7.0
1927.0,2003.0,70.0,74.0,110.29,4950.0,2038.0,22.0
1927.0,2003.0,69.0,76.0,120.82,5775.0,2038.0,22.0
1992.0,0.0,61.0,45.0,102.15,7175.0,2211.0,33.0
1992.0,0.0,71.0,58.0,81.83,7850.0,2383.0,33.0
1986.0,2022.0,95.0,100.0,42.56,7015.0,1916.0,3.0
2015.0,0.0,85.0,99.0,85.63,9641.0,2281.0,10.0
1981.0,2015.0,78.0,84.0,86.3,10600.0,2218.0,10.0
2001.0,0.0,55.0,44.0,124.18,3410.0,2097.0,24.0
2001.0,0.0,52.0,64.0,175.71,5620.0,485.0,24.0
2000.0,0.0,58.0,54.0,132.43,3858.0,783.0,25.0
2000.0,0.0,62.0,58.0,119.48,3975.0,1048.0,25.0
2005.0,0.0,60.0,46.0,106.66,3930.0,1181.0,20.0
2005.0,0.0,65.0,61.0,108.56,4100.0,1251.0,20.0
2005.0,0.0,68.0,70.0,118.29,4333.0,1331.0,20.0
1977.0,2016.0,86.0,95.0,70.49,4859.0,1459.0,9.0
1975.0,2016.0,88.0,92.0,59.72,6222.0,1746.0,9.0
1975.0,2016.0,82.0,97.0,107.84,6066.0,1968.0,9.0
1994.0,0.0,0.0,0.0,0.0,9125.0,1171.0,31.0
1995.0,0.0,55.0,51.0,130.65,8080.0,1242.0,30.0
2006.0,0.0,73.0,89.0,131.72,3650.0,2371.0,19.0
2006.0,0.0,65.0,62.0,110.44,3006.0,2103.0,19.0
1993.0,0.0,31.0,31.0,170.34,5167.0,347.0,32.0
2023.0,0.0,87.0,100.0,101.14,6208.0,838.0,2.0
1993.0,0.0,72.0,88.0,123.62,16186.0,983.0,32.0
1994.0,0.0,50.0,24.0,113.53,7375.0,1134.0,31.0
1994.0,0.0,52.0,44.0,157.79,7700.0,1101.0,31.0
1994.0,0.0,0.0,0.0,0.0,9078.0,1164.0,31.0
1995.0,2023.0,91.0,100.0,82.39,7283.0,960.0,2.0
1928.0,2020.0,92.0,98.0,50.77,7233.0,1227.0,5.0
1928.0,2020.0,92.0,99.0,49.89,6900.0,1227.0,5.0
1928.0,2020.0,94.0,99.0,39.09,6750.0,1226.0,5.0
1928.0,1990.0,87.0,96.0,71.51,6500.0,1224.0,35.0
1954.0,0.0,43.0,31.0,137.95,5900.0,1129.0,71.0
1928.0,2019.0,93.0,98.0,42.91,5540.0,1110.0,6.0
1928.0,2019.0,91.0,97.0,48.73,4730.0,936.0,6.0
1996.0,2019.0,92.0,94.0,46.89,4580.0,762.0,6.0
1928.0,2017.0,85.0,92.0,72.89,4580.0,762.0,8.0
1981.0,2009.0,80.0,86.0,79.06,14100.0,2778.0,16.0
1976.0,2020.0,95.0,99.0,40.75,13920.0,3355.0,5.0
1976.0,2019.0,78.0,88.0,75.59,10361.0,3188.0,6.0
1953.0,1965.0,89.0,92.0,52.41,5933.0,1444.0,60.0
2000.0,0.0,58.0,65.0,148.59,5666.0,1224.0,25.0
2019.0,0.0,84.0,98.0,63.7,3207.0,1064.0,6.0
1975.0,2023.0,91.0,100.0,82.39,4472.0,1377.0,2.0
1921.0,2012.0,87.0,89.0,56.79,5036.0,1310.0,13.0
1921.0,2012.0,82.0,86.0,63.82,4650.0,1286.0,13.0
2013.0,0.0,62.0,77.0,151.09,12540.0,974.0,12.0
1958.0,2009.0,79.0,95.0,89.77,10404.0,6048.0,16.0
2016.0,0.0,84.0,91.0,79.58,11600.0,6285.0,9.0
2016.0,0.0,89.0,98.0,63.21,11091.0,6059.0,9.0
2016.0,0.0,93.0,99.0,47.6,12550.0,6250.0,9.0
1958.0,2015.0,85.0,97.0,73.38,12550.0,6250.0,10.0
1958.0,2015.0,85.0,97.0,66.56,12550.0,6250.0,10.0
1958.0,2015.0,83.0,96.0,78.05,12550.0,6250.0,10.0
2015.0,0.0,81.0,93.0,106.33,12550.0,6250.0,10.0
1958.0,2015.0,87.0,97.0,66.57,12550.0,6250.0,10.0
1934.0,2023.0,91.0,100.0,82.39,3788.0,338.0,2.0
1984.0,0.0,44.0,43.0,172.7,7743.0,520.0,41.0
1985.0,0.0,32.0,34.0,194.37,15975.0,625.0,40.0
2000.0,0.0,61.0,84.0,161.43,9550.0,738.0,25.0
2000.0,0.0,54.0,42.0,123.7,8637.0,610.0,25.0
2000.0,0.0,63.0,66.0,127.97,7850.0,599.0,25.0
1995.0,0.0,67.0,69.0,112.86,10150.0,825.0,30.0
1994.0,0.0,36.0,31.0,183.21,12900.0,1159.0,31.0
1950.0,0.0,35.0,52.0,200.85,20633.0,684.0,75.0
1950.0,2018.0,77.0,90.0,94.1,14000.0,313.0,7.0
1928.0,1987.0,76.0,85.0,103.92,3864.0,762.0,38.0
1928.0,1987.0,88.0,93.0,53.17,2985.0,762.0,38.0
1928.0,2016.0,85.0,85.0,45.6,3157.0,762.0,9.0
1986.0,0.0,36.0,64.0,235.85,4230.0,754.0,39.0
1928.0,2010.0,79.0,74.0,63.13,3230.0,767.0,15.0
1930.0,2010.0,78.0,71.0,64.25,3017.0,767.0,15.0
1960.0,0.0,53.0,67.0,128.59,3407.0,767.0,65.0
1962.0,0.0,63.0,92.0,125.23,2165.0,766.0,63.0
1962.0,0.0,54.0,59.0,147.75,3554.0,1168.0,63.0
1958.0,0.0,41.0,29.0,134.18,8767.0,872.0,67.0
1940.0,0.0,56.0,87.0,170.16,7500.0,656.0,85.0
1955.0,2010.0,78.0,92.0,86.25,850.0,238.0,15.0
1955.0,1977.0,74.0,92.0,112.02,918.0,240.0,48.0
1966.0,2022.0,94.0,100.0,64.42,940.0,239.0,3.0
1966.0,2022.0,94.0,100.0,64.42,1240.0,223.0,3.0
1958.0,2022.0,94.0,100.0,64.42,1330.0,220.0,3.0
1958.0,1995.0,58.0,78.0,169.07,1180.0,221.0,30.0
1958.0,1995.0,56.0,83.0,190.84,1200.0,221.0,30.0
2015.0,0.0,81.0,90.0,84.11,998.0,176.0,10.0
1955.0,2020.0,90.0,99.0,61.65,1240.0,279.0,5.0
2005.0,0.0,48.0,19.0,117.32,4100.0,1251.0,20.0
2005.0,0.0,60.0,53.0,120.28,4350.0,1340.0,20.0
2015.0,0.0,87.0,94.0,69.12,4970.0,1471.0,10.0
1975.0,2016.0,89.0,92.0,54.79,6355.0,1766.0,9.0
1975.0,2015.0,72.0,89.0,138.56,6066.0,1968.0,10.0
1990.0,2015.0,85.0,86.0,66.08,5078.0,1742.0,10.0
2016.0,0.0,89.0,97.0,62.36,7166.0,5613.0,9.0
2016.0,0.0,87.0,95.0,69.73,7250.0,5654.0,9.0
2016.0,0.0,91.0,99.0,57.75,7250.0,5654.0,9.0
2016.0,0.0,90.0,96.0,58.84,7141.0,5614.0,9.0
1969.0,2012.0,65.0,77.0,132.09,12936.0,737.0,13.0
1985.0,0.0,25.0,26.0,199.92,8816.0,690.0,40.0
2000.0,0.0,59.0,72.0,151.98,9550.0,738.0,25.0
2000.0,0.0,51.0,40.0,135.13,8450.0,591.0,25.0
2000.0,0.0,69.0,72.0,109.9,8250.0,586.0,25.0
1995.0,0.0,56.0,55.0,125.44,9820.0,777.0,30.0
1994.0,0.0,29.0,30.0,203.85,13400.0,1134.0,31.0
1950.0,2003.0,91.0,100.0,82.39,12600.0,280.0,22.0
1969.0,2012.0,67.0,75.0,122.58,12984.0,727.0,13.0
1972.0,2007.0,72.0,65.0,67.2,7466.0,5722.0,18.0
1972.0,2007.0,72.0,64.0,64.85,5600.0,3991.0,18.0
1958.0,1998.0,55.0,37.0,90.66,3193.0,759.0,27.0
1930.0,1998.0,65.0,62.0,76.93,4420.0,760.0,27.0
1998.0,0.0,66.0,67.0,83.74,4080.0,760.0,27.0
1930.0,1998.0,66.0,73.0,90.18,3658.0,759.0,27.0
1930.0,1998.0,71.0,77.0,85.32,3340.0,757.0,27.0
1998.0,0.0,69.0,83.0,89.87,3893.0,758.0,27.0
1930.0,2015.0,67.0,65.0,94.11,4070.0,759.0,10.0
1998.0,0.0,62.0,66.0,114.84,6448.0,820.0,27.0
1930.0,1997.0,67.0,75.0,108.75,10633.0,901.0,28.0
1955.0,2020.0,90.0,100.0,66.29,1240.0,280.0,5.0
1951.0,2022.0,87.0,100.0,101.14,1284.0,278.0,3.0
2014.0,0.0,88.0,97.0,66.63,4125.0,905.0,11.0
1974.0,2006.0,62.0,66.0,117.11,4375.0,974.0,19.0
1974.0,2006.0,58.0,59.0,117.76,3725.0,1093.0,19.0
1966.0,2006.0,60.0,70.0,98.14,8100.0,1095.0,19.0
1966.0,2006.0,59.0,59.0,93.09,7450.0,970.0,19.0
1966.0,2022.0,93.0,100.0,70.05,6450.0,844.0,3.0
1966.0,2006.0,47.0,45.0,115.74,5220.0,844.0,19.0
1990.0,2015.0,89.0,94.0,57.3,4994.0,1730.0,10.0
2014.0,0.0,84.0,97.0,73.75,4425.0,929.0,11.0
1974.0,2006.0,68.0,74.0,106.33,4358.0,995.0,19.0
1974.0,2006.0,65.0,68.0,104.58,3760.0,1100.0,19.0
1965.0,2014.0,79.0,79.0,67.24,1118.0,456.0,11.0
1960.0,2000.0,76.0,69.0,73.25,3979.0,877.0,25.0
1930.0,2021.0,90.0,91.0,58.03,4733.0,964.0,4.0
1998.0,0.0,14.0,13.0,202.96,5916.0,756.0,27.0
1966.0,0.0,17.0,17.0,197.3,4859.0,857.0,59.0
1967.0,1995.0,56.0,74.0,164.08,4424.0,1029.0,30.0
1972.0,2012.0,86.0,90.0,54.35,5806.0,3958.0,13.0
1972.0,2009.0,95.0,100.0,49.47,6200.0,4191.0,16.0
1971.0,2009.0,90.0,99.0,57.99,6235.0,4187.0,16.0
1971.0,2011.0,80.0,75.0,60.53,6650.0,4260.0,14.0
1971.0,2008.0,73.0,71.0,75.26,6950.0,4335.0,17.0
1971.0,2011.0,89.0,99.0,59.63,6787.0,4270.0,14.0
1970.0,2011.0,87.0,98.0,71.37,6716.0,4245.0,14.0
1970.0,2011.0,88.0,98.0,65.42,6825.0,4305.0,14.0
1970.0,2011.0,88.0,98.0,62.57,6650.0,4204.0,14.0
1988.0,0.0,45.0,52.0,177.63,5850.0,891.0,37.0
1951.0,2005.0,49.0,67.0,188.52,12900.0,981.0,20.0
1996.0,0.0,58.0,63.0,134.94,9400.0,833.0,29.0
1996.0,0.0,76.0,87.0,102.49,7900.0,762.0,29.0
1930.0,2009.0,59.0,48.0,105.65,6350.0,747.0,16.0
1955.0,2008.0,82.0,87.0,70.69,4375.0,713.0,17.0
1955.0,2008.0,82.0,86.0,72.24,3915.0,713.0,17.0
1958.0,2023.0,91.0,100.0,82.39,3560.0,627.0,2.0
1958.0,2023.0,91.0,100.0,82.39,4133.0,702.0,2.0
1990.0,2019.0,88.0,97.0,71.57,4463.0,837.0,6.0
1930.0,2019.0,92.0,96.0,42.92,4520.0,833.0,6.0
1965.0,2019.0,90.0,95.0,53.99,4445.0,878.0,6.0
1966.0,2018.0,88.0,92.0,56.09,4138.0,820.0,7.0
1966.0,2018.0,83.0,89.0,72.01,4570.0,726.0,7.0
1965.0,1997.0,62.0,71.0,116.08,4603.0,544.0,28.0
1965.0,2017.0,79.0,71.0,64.46,3425.0,545.0,8.0
1965.0,2014.0,77.0,74.0,59.7,1093.0,439.0,11.0
1965.0,2014.0,85.0,79.0,32.16,2280.0,637.0,11.0
1929.0,2012.0,75.0,77.0,101.3,1687.0,335.0,13.0
1970.0,0.0,49.0,77.0,206.88,1810.0,335.0,55.0
1938.0,1993.0,41.0,42.0,160.48,1905.0,335.0,32.0
1956.0,1993.0,53.0,64.0,174.13,1693.0,241.0,32.0
1951.0,2012.0,63.0,65.0,127.94,6050.0,355.0,13.0
1994.0,0.0,48.0,55.0,166.66,6783.0,360.0,31.0
2001.0,0.0,55.0,66.0,175.17,4437.0,352.0,24.0
2023.0,0.0,89.0,100.0,95.53,4168.0,651.0,2.0
2023.0,0.0,87.0,100.0,101.14,4420.0,847.0,2.0
1936.0,2004.0,27.0,54.0,283.07,3423.0,848.0,21.0
1977.0,1998.0,65.0,61.0,122.29,3865.0,310.0,27.0
1991.0,2013.0,68.0,60.0,88.23,5692.0,356.0,12.0
1947.0,2013.0,75.0,64.0,55.99,4360.0,362.0,12.0
1951.0,2013.0,75.0,68.0,64.06,5140.0,362.0,12.0
1951.0,2016.0,69.0,69.0,106.36,6625.0,349.0,9.0
1951.0,2003.0,66.0,73.0,132.46,6700.0,345.0,22.0
1979.0,0.0,7.0,14.0,247.46,7073.0,425.0,46.0
1973.0,2022.0,91.0,100.0,82.39,4835.0,433.0,3.0
1973.0,2022.0,76.0,88.0,105.15,4850.0,440.0,3.0
1927.0,2017.0,77.0,93.0,103.88,1287.0,232.0,8.0
1976.0,0.0,55.0,88.0,168.92,1490.0,282.0,49.0
1930.0,1993.0,51.0,50.0,113.59,1510.0,283.0,32.0
1930.0,1993.0,54.0,55.0,114.3,1742.0,283.0,32.0
1940.0,2021.0,95.0,100.0,46.49,1570.0,356.0,4.0
1940.0,2021.0,95.0,99.0,42.66,1972.0,356.0,4.0
1940.0,2021.0,95.0,100.0,43.16,2495.0,356.0,4.0
1961.0,2021.0,74.0,83.0,118.83,3367.0,383.0,4.0
1961.0,2021.0,93.0,100.0,58.8,2867.0,399.0,4.0
1972.0,2003.0,52.0,53.0,156.05,2293.0,400.0,22.0
2016.0,0.0,79.0,74.0,68.87,36800.0,12128.0,9.0
2020.0,0.0,82.0,84.0,83.07,49386.0,17253.0,5.0
1994.0,2014.0,83.0,82.0,60.79,42618.0,18893.0,11.0
1997.0,0.0,78.0,91.0,102.69,43350.0,19102.0,28.0
1997.0,0.0,75.0,72.0,85.8,48850.0,19550.0,28.0
2000.0,0.0,73.0,81.0,111.71,44070.0,18226.0,25.0
1960.0,2021.0,87.0,98.0,64.72,36620.0,14823.0,4.0
1994.0,2021.0,86.0,98.0,75.12,36190.0,13987.0,4.0
1994.0,2009.0,78.0,85.0,84.58,35790.0,14067.0,16.0
2015.0,0.0,84.0,90.0,85.74,31383.0,13456.0,10.0
1985.0,2004.0,50.0,49.0,151.19,3630.0,800.0,21.0
1938.0,2004.0,61.0,59.0,88.5,3410.0,754.0,21.0
1938.0,2004.0,52.0,54.0,114.75,2367.0,404.0,21.0
1956.0,0.0,64.0,78.0,148.98,9300.0,1256.0,69.0
2007.0,0.0,71.0,64.0,85.72,1918.0,617.0,18.0
1936.0,2016.0,83.0,89.0,80.61,1790.0,117.0,9.0
1978.0,2016.0,84.0,90.0,82.35,1090.0,116.0,9.0
1936.0,2016.0,86.0,89.0,68.4,1724.0,130.0,9.0
1959.0,2020.0,83.0,96.0,99.49,3897.0,164.0,5.0
1936.0,2020.0,85.0,96.0,89.87,3355.0,164.0,5.0
1936.0,2020.0,82.0,93.0,101.03,2155.0,163.0,5.0
1951.0,2013.0,73.0,60.0,70.05,1630.0,162.0,12.0
1951.0,2013.0,75.0,74.0,91.82,1140.0,117.0,12.0
1951.0,2013.0,84.0,80.0,63.06,810.0,71.0,12.0
1951.0,2013.0,78.0,78.0,83.81,810.0,71.0,12.0
1951.0,2013.0,67.0,96.0,184.67,810.0,71.0,12.0
1951.0,2013.0,77.0,97.0,119.0,810.0,71.0,12.0
1951.0,2013.0,80.0,74.0,66.09,810.0,71.0,12.0
1951.0,2013.0,73.0,65.0,81.59,810.0,71.0,12.0
1951.0,1971.0,66.0,63.0,120.38,810.0,71.0,54.0
1971.0,2003.0,65.0,65.0,115.91,1387.0,334.0,22.0
1951.0,2015.0,84.0,88.0,63.54,1370.0,334.0,10.0
1955.0,0.0,80.0,88.0,74.59,1723.0,333.0,70.0
1956.0,0.0,72.0,83.0,95.05,1940.0,333.0,69.0
1956.0,2011.0,86.0,91.0,63.95,1950.0,333.0,14.0
1956.0,2011.0,83.0,88.0,82.29,1963.0,333.0,14.0
1952.0,2011.0,85.0,92.0,77.1,2100.0,419.0,14.0
1950.0,2011.0,85.0,93.0,62.23,2235.0,419.0,14.0
1950.0,2009.0,88.0,92.0,60.04,2160.0,419.0,16.0
2015.0,0.0,85.0,92.0,70.43,23578.0,11993.0,10.0
1990.0,0.0,91.0,89.0,36.67,18705.0,11484.0,35.0
1990.0,0.0,90.0,88.0,38.63,18350.0,11536.0,35.0
1993.0,0.0,89.0,85.0,37.63,17391.0,11401.0,32.0
1995.0,0.0,82.0,72.0,48.02,15673.0,11173.0,30.0
2022.0,0.0,85.0,97.0,79.16,14700.0,11103.0,3.0
1962.0,2021.0,93.0,99.0,43.66,14825.0,11154.0,4.0
1962.0,2021.0,95.0,98.0,28.26,15000.0,11216.0,4.0
2022.0,0.0,87.0,100.0,101.14,13806.0,10905.0,3.0
1964.0,2007.0,76.0,82.0,89.86,13983.0,11058.0,18.0
1929.0,1996.0,54.0,90.0,228.29,8600.0,951.0,29.0
1929.0,1977.0,72.0,94.0,150.29,5800.0,777.0,48.0
1929.0,2005.0,62.0,72.0,109.79,4808.0,714.0,20.0
2013.0,0.0,79.0,87.0,99.04,3960.0,462.0,12.0
1929.0,2005.0,61.0,69.0,110.71,3960.0,462.0,20.0
1991.0,0.0,77.0,91.0,110.55,3960.0,462.0,34.0
1929.0,2005.0,70.0,84.0,119.82,4603.0,431.0,20.0
1929.0,2005.0,65.0,74.0,101.92,5200.0,363.0,20.0
1986.0,0.0,51.0,43.0,140.11,5500.0,335.0,39.0
1950.0,1971.0,46.0,56.0,214.31,833.0,71.0,54.0
1948.0,2016.0,92.0,97.0,41.93,1475.0,183.0,9.0
1948.0,2016.0,92.0,97.0,41.46,1535.0,184.0,9.0
1956.0,2008.0,67.0,57.0,77.73,1350.0,183.0,17.0
1970.0,2022.0,93.0,100.0,70.05,1350.0,183.0,3.0
2018.0,0.0,90.0,100.0,63.35,2039.0,228.0,7.0
1969.0,2014.0,79.0,88.0,96.52,9500.0,336.0,11.0
2018.0,0.0,90.0,100.0,62.75,1858.0,253.0,7.0
2016.0,0.0,93.0,99.0,46.47,4850.0,327.0,9.0
1984.0,2023.0,91.0,100.0,82.39,9400.0,395.0,2.0
1950.0,2011.0,85.0,89.0,53.42,2635.0,483.0,14.0
1950.0,2011.0,82.0,81.0,49.54,2843.0,501.0,14.0
1950.0,2011.0,75.0,79.0,74.63,3393.0,501.0,14.0
1941.0,2011.0,71.0,63.0,65.88,3640.0,501.0,14.0
1977.0,0.0,48.0,82.0,185.3,2914.0,597.0,48.0
1977.0,0.0,50.0,75.0,158.94,4428.0,624.0,48.0
1997.0,0.0,37.0,56.0,173.22,4359.0,677.0,28.0
1996.0,0.0,70.0,77.0,100.91,5330.0,738.0,29.0
1996.0,2002.0,66.0,67.0,113.74,5720.0,799.0,23.0
1991.0,0.0,94.0,95.0,33.54,14066.0,10823.0,34.0
1992.0,0.0,80.0,92.0,91.08,14620.0,11180.0,33.0
1987.0,2008.0,78.0,88.0,87.5,14875.0,11225.0,17.0
1997.0,0.0,67.0,60.0,93.19,15521.0,11305.0,28.0
1996.0,0.0,81.0,95.0,99.19,16435.0,11362.0,29.0
1964.0,2009.0,86.0,90.0,58.45,16500.0,11390.0,16.0
1964.0,2009.0,87.0,93.0,60.15,16347.0,11028.0,16.0
2021.0,0.0,77.0,94.0,118.11,24837.0,13370.0,4.0
2021.0,0.0,91.0,89.0,38.15,28116.0,15436.0,4.0
2010.0,0.0,70.0,74.0,112.61,28956.0,15412.0,15.0
1986.0,0.0,46.0,44.0,158.99,6250.0,308.0,39.0
1971.0,0.0,55.0,88.0,159.16,1065.0,108.0,54.0
1971.0,0.0,38.0,75.0,210.84,1653.0,185.0,54.0
1970.0,2000.0,54.0,33.0,103.26,2717.0,375.0,25.0
1962.0,2000.0,60.0,61.0,135.85,2747.0,388.0,25.0
1965.0,2000.0,60.0,49.0,105.14,3030.0,411.0,25.0
1965.0,1999.0,73.0,92.0,130.64,4053.0,412.0,26.0
1931.0,1965.0,42.0,78.0,243.42,4787.0,467.0,60.0
1958.0,1999.0,73.0,92.0,137.38,4023.0,513.0,26.0
1958.0,1999.0,76.0,92.0,123.54,2368.0,488.0,26.0
1969.0,2015.0,85.0,90.0,69.2,13900.0,721.0,10.0
1969.0,0.0,76.0,97.0,134.06,12400.0,750.0,56.0
1969.0,0.0,52.0,60.0,173.31,11825.0,780.0,56.0
1996.0,0.0,78.0,94.0,101.47,10115.0,807.0,29.0
1984.0,2014.0,86.0,90.0,62.49,7666.0,335.0,11.0
1989.0,2014.0,82.0,90.0,84.61,11850.0,451.0,11.0
2016.0,0.0,93.0,99.0,45.65,4207.0,322.0,9.0
1989.0,2015.0,84.0,90.0,71.06,14430.0,704.0,10.0
1989.0,0.0,71.0,98.0,146.55,12400.0,750.0,36.0
1989.0,0.0,54.0,73.0,179.17,11825.0,780.0,36.0
1996.0,0.0,64.0,79.0,132.35,10031.0,809.0,29.0
1976.0,2002.0,64.0,62.0,110.56,9266.0,1088.0,23.0
1976.0,2023.0,91.0,100.0,82.39,13982.0,1837.0,2.0
1977.0,0.0,43.0,72.0,183.57,3889.0,680.0,48.0
1977.0,0.0,52.0,79.0,165.61,4541.0,643.0,48.0
1941.0,1999.0,53.0,40.0,118.28,4600.0,683.0,26.0
1997.0,0.0,57.0,77.0,107.41,4400.0,678.0,28.0
